,obstime,Maximum Air Temperature in degree C,qcscore
22396,2024-02-05T21:00:00,21.3,G
22425,2024-02-05T22:00:00,21.3,G
22454,2024-02-05T23:00:00,21.3,G
22483,2024-02-06T00:00:00,21.3,G
22512,2024-02-06T01:00:00,19.4,G
22541,2024-02-06T02:00:00,19.4,G
22570,2024-02-06T03:00:00,19.4,G
22599,2024-02-06T04:00:00,19.4,G
22628,2024-02-06T05:00:00,19.4,G
22657,2024-02-06T06:00:00,19.4,G
22686,2024-02-06T07:00:00,19.4,G
22715,2024-02-06T08:00:00,19.4,G
22745,2024-02-06T09:00:00,19.4,G
22775,2024-02-06T10:00:00,19.4,G
22805,2024-02-06T11:00:00,19.4,G
22835,2024-02-06T12:00:00,19.4,G
22865,2024-02-06T13:00:00,19.4,G
22895,2024-02-06T14:00:00,19.4,G
22925,2024-02-06T15:00:00,19.4,G
22955,2024-02-06T16:00:00,19.4,G
22985,2024-02-06T17:00:00,19.4,G
23015,2024-02-06T18:00:00,19.4,G
23045,2024-02-06T19:00:00,19.4,G
23075,2024-02-06T20:00:00,19.4,G
23105,2024-02-06T21:00:00,19.4,G
23135,2024-02-06T22:00:00,19.4,G
23165,2024-02-06T23:00:00,19.4,G
23195,2024-02-07T00:00:00,19.4,G
23225,2024-02-07T01:00:00,18.1,G
23255,2024-02-07T02:00:00,18.1,G
23285,2024-02-07T03:00:00,18.1,G
23315,2024-02-07T04:00:00,18.1,G
23345,2024-02-07T05:00:00,18.1,G
23375,2024-02-07T06:00:00,18.1,G
23405,2024-02-07T07:00:00,18.1,G
23435,2024-02-07T08:00:00,18.1,G
23465,2024-02-07T09:00:00,18.1,G
23495,2024-02-07T10:00:00,18.1,G
23525,2024-02-07T11:00:00,18.1,G
23555,2024-02-07T12:00:00,18.1,G
23585,2024-02-07T13:00:00,18.1,G
23615,2024-02-07T14:00:00,18.1,G
23645,2024-02-07T15:00:00,18.1,G
23675,2024-02-07T16:00:00,18.1,G
23705,2024-02-07T17:00:00,18.1,G
23735,2024-02-07T18:00:00,18.1,G
23765,2024-02-07T19:00:00,18.1,G
23795,2024-02-07T20:00:00,18.1,G
23825,2024-02-07T21:00:00,18.1,G
23855,2024-02-07T22:00:00,18.1,G
23885,2024-02-07T23:00:00,18.1,G
23915,2024-02-08T00:00:00,18.0,G
23945,2024-02-08T01:00:00,12.3,G
23975,2024-02-08T02:00:00,12.3,G
24005,2024-02-08T03:00:00,12.3,G
24035,2024-02-08T04:00:00,12.3,G
24065,2024-02-08T05:00:00,12.3,G
24095,2024-02-08T06:00:00,12.3,G
24125,2024-02-08T07:00:00,12.3,G
24155,2024-02-08T08:00:00,12.3,G
24185,2024-02-08T09:00:00,12.3,G
24215,2024-02-08T10:00:00,12.3,G
24245,2024-02-08T11:00:00,12.3,G
24274,2024-02-08T12:00:00,12.3,G
24304,2024-02-08T13:00:00,12.3,G
24334,2024-02-08T14:00:00,12.3,G
24364,2024-02-08T15:00:00,12.3,G
24394,2024-02-08T16:00:00,12.3,G
24424,2024-02-08T17:00:00,12.3,G
24454,2024-02-08T18:00:00,12.3,G
24484,2024-02-08T19:00:00,12.3,G
24514,2024-02-08T20:00:00,12.3,G
24544,2024-02-08T21:00:00,12.3,G
24574,2024-02-08T22:00:00,12.3,G
24604,2024-02-08T23:00:00,12.3,G
24634,2024-02-09T00:00:00,12.3,G
24664,2024-02-09T01:00:00,10.9,G
24694,2024-02-09T02:00:00,10.9,G
24724,2024-02-09T03:00:00,10.9,G
24754,2024-02-09T04:00:00,10.9,G
24784,2024-02-09T05:00:00,10.9,G
24814,2024-02-09T06:00:00,10.9,G
24843,2024-02-09T07:00:00,10.9,G
24872,2024-02-09T08:00:00,10.9,G
24901,2024-02-09T09:00:00,10.9,G
24930,2024-02-09T10:00:00,10.9,G
24959,2024-02-09T11:00:00,10.9,G
24988,2024-02-09T12:00:00,11.2,G
25017,2024-02-09T13:00:00,12.1,G
25046,2024-02-09T14:00:00,12.4,G
25075,2024-02-09T15:00:00,13.1,G
25104,2024-02-09T16:00:00,13.3,G
25132,2024-02-09T17:00:00,13.3,G
25160,2024-02-09T18:00:00,13.3,G
25188,2024-02-09T19:00:00,13.3,G
25216,2024-02-09T20:00:00,13.3,G
25244,2024-02-09T21:00:00,13.3,G
25272,2024-02-09T22:00:00,13.3,G
25300,2024-02-09T23:00:00,13.3,G
25328,2024-02-10T00:00:00,13.3,G
25356,2024-02-10T01:00:00,12.2,G
25384,2024-02-10T02:00:00,12.2,G
25412,2024-02-10T03:00:00,12.2,G
25440,2024-02-10T04:00:00,12.2,G
25468,2024-02-10T05:00:00,12.2,G
25496,2024-02-10T06:00:00,12.2,G
25524,2024-02-10T07:00:00,12.2,G
25552,2024-02-10T08:00:00,12.2,G
25580,2024-02-10T09:00:00,12.2,G
25608,2024-02-10T10:00:00,12.3,G
25636,2024-02-10T11:00:00,13.1,G
25664,2024-02-10T12:00:00,13.8,G
25692,2024-02-10T13:00:00,14.9,G
25720,2024-02-10T14:00:00,16.4,G
25748,2024-02-10T15:00:00,17.5,G
25776,2024-02-10T16:00:00,17.6,G
25804,2024-02-10T17:00:00,17.6,G
25832,2024-02-10T18:00:00,17.6,G
25860,2024-02-10T19:00:00,17.6,G
25888,2024-02-10T20:00:00,17.6,G
25916,2024-02-10T21:00:00,17.6,G
25944,2024-02-10T22:00:00,17.6,G
25972,2024-02-10T23:00:00,17.6,G
26000,2024-02-11T00:00:00,17.5,G
26028,2024-02-11T01:00:00,13.6,G
26056,2024-02-11T02:00:00,15.9,G
26084,2024-02-11T03:00:00,15.9,G
26112,2024-02-11T04:00:00,15.9,G
26140,2024-02-11T05:00:00,15.9,G
26168,2024-02-11T06:00:00,15.9,G
26196,2024-02-11T07:00:00,15.9,G
26224,2024-02-11T08:00:00,15.9,G
26252,2024-02-11T09:00:00,16.0,G
26280,2024-02-11T10:00:00,17.6,G
26308,2024-02-11T11:00:00,19.1,G
26336,2024-02-11T12:00:00,20.4,G
26364,2024-02-11T13:00:00,21.6,G
26392,2024-02-11T14:00:00,22.0,G
26420,2024-02-11T15:00:00,22.7,G
26448,2024-02-11T16:00:00,23.1,G
26476,2024-02-11T17:00:00,23.1,G
26504,2024-02-11T18:00:00,23.1,G
26532,2024-02-11T19:00:00,23.1,G
26560,2024-02-11T20:00:00,23.1,G
26588,2024-02-11T21:00:00,23.1,G
26616,2024-02-11T22:00:00,23.1,G
26644,2024-02-11T23:00:00,23.1,G
26672,2024-02-12T00:00:00,23.0,G
26700,2024-02-12T01:00:00,16.2,G
26728,2024-02-12T02:00:00,16.2,G
26756,2024-02-12T03:00:00,16.2,G
26784,2024-02-12T04:00:00,16.2,G
26812,2024-02-12T05:00:00,16.2,G
26840,2024-02-12T06:00:00,16.2,G
26868,2024-02-12T07:00:00,16.2,G
26896,2024-02-12T08:00:00,16.2,G
26924,2024-02-12T09:00:00,16.4,G
26952,2024-02-12T10:00:00,17.4,G
26980,2024-02-12T11:00:00,18.1,G
27008,2024-02-12T12:00:00,18.8,G
27036,2024-02-12T13:00:00,19.4,G
27064,2024-02-12T14:00:00,20.0,G
27091,2024-02-12T15:00:00,20.1,G
27118,2024-02-12T16:00:00,20.4,G
27145,2024-02-12T17:00:00,20.6,G
27172,2024-02-12T18:00:00,20.6,G
27199,2024-02-12T19:00:00,20.6,G
27226,2024-02-12T20:00:00,20.6,G
27253,2024-02-12T21:00:00,20.6,G
27280,2024-02-12T22:00:00,20.6,G
27307,2024-02-12T23:00:00,20.6,G
27334,2024-02-13T00:00:00,20.6,G
28845,2024-02-15T10:00:00,22.4,G
28872,2024-02-15T11:00:00,24.3,G
28899,2024-02-15T12:00:00,24.6,G
28926,2024-02-15T13:00:00,24.8,G
28953,2024-02-15T14:00:00,24.9,G
28980,2024-02-15T15:00:00,25.2,G
29008,2024-02-15T16:00:00,25.2,G
29036,2024-02-15T17:00:00,25.2,G
29064,2024-02-15T18:00:00,25.2,G
29091,2024-02-15T19:00:00,25.2,G
29118,2024-02-15T20:00:00,25.2,G
29145,2024-02-15T21:00:00,25.2,G
29172,2024-02-15T22:00:00,25.2,G
29199,2024-02-15T23:00:00,25.2,G
29226,2024-02-16T00:00:00,25.1,G
29253,2024-02-16T01:00:00,19.6,G
29280,2024-02-16T02:00:00,19.6,G
29307,2024-02-16T03:00:00,19.6,G
29334,2024-02-16T04:00:00,19.6,G
29361,2024-02-16T05:00:00,19.6,G
29388,2024-02-16T06:00:00,19.6,G
29414,2024-02-16T07:00:00,19.9,G
29441,2024-02-16T08:00:00,20.1,G
29468,2024-02-16T09:00:00,20.2,G
29495,2024-02-16T10:00:00,20.8,G
29522,2024-02-16T11:00:00,21.2,G
29549,2024-02-16T12:00:00,21.3,G
29576,2024-02-16T13:00:00,21.3,G
29603,2024-02-16T14:00:00,21.3,G
29630,2024-02-16T15:00:00,21.3,G
29657,2024-02-16T16:00:00,21.3,G
29684,2024-02-16T17:00:00,21.3,G
29711,2024-02-16T18:00:00,21.3,G
29737,2024-02-16T19:00:00,21.3,G
29763,2024-02-16T20:00:00,21.3,G
29789,2024-02-16T21:00:00,21.3,G
29815,2024-02-16T22:00:00,21.3,G
29841,2024-02-16T23:00:00,21.3,G
29867,2024-02-17T00:00:00,21.2,G
29893,2024-02-17T01:00:00,18.2,G
29919,2024-02-17T02:00:00,18.2,G
29945,2024-02-17T03:00:00,18.2,G
29971,2024-02-17T04:00:00,18.2,G
29997,2024-02-17T05:00:00,18.2,G
30023,2024-02-17T06:00:00,18.2,G
30049,2024-02-17T07:00:00,18.2,G
30075,2024-02-17T08:00:00,18.2,G
30101,2024-02-17T09:00:00,18.2,G
30127,2024-02-17T10:00:00,18.2,G
30153,2024-02-17T11:00:00,18.6,G
30178,2024-02-17T12:00:00,19.0,G
30203,2024-02-17T13:00:00,19.4,G
30228,2024-02-17T14:00:00,20.1,G
30253,2024-02-17T15:00:00,20.3,G
30278,2024-02-17T16:00:00,20.4,G
30303,2024-02-17T17:00:00,20.4,G
30328,2024-02-17T18:00:00,20.4,G
30353,2024-02-17T19:00:00,20.4,G
30378,2024-02-17T20:00:00,20.4,G
30403,2024-02-17T21:00:00,20.4,G
30428,2024-02-17T22:00:00,20.4,G
30453,2024-02-17T23:00:00,20.4,G
30478,2024-02-18T00:00:00,20.4,G
30503,2024-02-18T01:00:00,19.9,G
30528,2024-02-18T02:00:00,20.1,G
30553,2024-02-18T03:00:00,20.3,G
30578,2024-02-18T04:00:00,20.4,G
30603,2024-02-18T05:00:00,20.4,G
30628,2024-02-18T06:00:00,20.4,G
30653,2024-02-18T07:00:00,20.4,G
30678,2024-02-18T08:00:00,20.6,G
30703,2024-02-18T09:00:00,21.1,G
30728,2024-02-18T10:00:00,22.4,G
30753,2024-02-18T11:00:00,23.3,G
30778,2024-02-18T12:00:00,24.1,G
30803,2024-02-18T13:00:00,24.7,G
30828,2024-02-18T14:00:00,25.1,G
30853,2024-02-18T15:00:00,25.8,G
30878,2024-02-18T16:00:00,25.8,G
30903,2024-02-18T17:00:00,25.8,G
30928,2024-02-18T18:00:00,25.8,G
30953,2024-02-18T19:00:00,25.8,G
30978,2024-02-18T20:00:00,25.8,G
31003,2024-02-18T21:00:00,25.8,G
31028,2024-02-18T22:00:00,25.8,G
31053,2024-02-18T23:00:00,25.8,G
31078,2024-02-19T00:00:00,25.7,G
31103,2024-02-19T01:00:00,21.6,G
31128,2024-02-19T02:00:00,21.6,G
31153,2024-02-19T03:00:00,21.6,G
31178,2024-02-19T04:00:00,21.6,G
31203,2024-02-19T05:00:00,21.6,G
31228,2024-02-19T06:00:00,21.6,G
31253,2024-02-19T07:00:00,21.6,G
31278,2024-02-19T08:00:00,21.6,G
31303,2024-02-19T09:00:00,21.9,G
31328,2024-02-19T10:00:00,22.4,G
31353,2024-02-19T11:00:00,22.9,G
31378,2024-02-19T12:00:00,23.4,G
31403,2024-02-19T13:00:00,23.7,G
31428,2024-02-19T14:00:00,24.3,G
31453,2024-02-19T15:00:00,24.7,G
31478,2024-02-19T16:00:00,24.9,G
31504,2024-02-19T17:00:00,25.0,G
31530,2024-02-19T18:00:00,25.0,G
31556,2024-02-19T19:00:00,25.0,G
31582,2024-02-19T20:00:00,25.0,G
31608,2024-02-19T21:00:00,25.0,G
31634,2024-02-19T22:00:00,25.0,G
31660,2024-02-19T23:00:00,25.0,G
31686,2024-02-20T00:00:00,25.0,G
31712,2024-02-20T01:00:00,22.7,G
31738,2024-02-20T02:00:00,22.7,G
31764,2024-02-20T03:00:00,22.7,G
31790,2024-02-20T04:00:00,22.7,G
31816,2024-02-20T05:00:00,22.7,G
31842,2024-02-20T06:00:00,22.7,G
31868,2024-02-20T07:00:00,22.7,G
31894,2024-02-20T08:00:00,22.7,G
31920,2024-02-20T09:00:00,23.2,G
31947,2024-02-20T10:00:00,24.1,G
31974,2024-02-20T11:00:00,25.3,G
32001,2024-02-20T12:00:00,25.8,G
32028,2024-02-20T13:00:00,25.9,G
32055,2024-02-20T14:00:00,25.9,G
32082,2024-02-20T15:00:00,25.9,G
32109,2024-02-20T16:00:00,25.9,G
32136,2024-02-20T17:00:00,25.9,G
32163,2024-02-20T18:00:00,25.9,G
32190,2024-02-20T19:00:00,25.9,G
32217,2024-02-20T20:00:00,25.9,G
32244,2024-02-20T21:00:00,25.9,G
32271,2024-02-20T22:00:00,25.9,G
32298,2024-02-20T23:00:00,25.9,G
32325,2024-02-21T00:00:00,25.9,G
32352,2024-02-21T01:00:00,23.8,G
32379,2024-02-21T02:00:00,23.8,G
32406,2024-02-21T03:00:00,23.8,G
32433,2024-02-21T04:00:00,23.8,G
32460,2024-02-21T05:00:00,23.8,G
32487,2024-02-21T06:00:00,23.8,G
32514,2024-02-21T07:00:00,23.8,G
32541,2024-02-21T08:00:00,23.8,G
32568,2024-02-21T09:00:00,23.8,G
32595,2024-02-21T10:00:00,24.8,G
32622,2024-02-21T11:00:00,25.6,G
32649,2024-02-21T12:00:00,26.2,G
32675,2024-02-21T13:00:00,26.2,G
32701,2024-02-21T14:00:00,26.2,G
32727,2024-02-21T15:00:00,26.2,G
32753,2024-02-21T16:00:00,26.2,G
32779,2024-02-21T17:00:00,26.2,G
32804,2024-02-21T18:00:00,26.2,G
32829,2024-02-21T19:00:00,26.2,G
32854,2024-02-21T20:00:00,26.2,G
32879,2024-02-21T21:00:00,26.2,G
32904,2024-02-21T22:00:00,26.2,G
32929,2024-02-21T23:00:00,26.2,G
32954,2024-02-22T00:00:00,26.2,G
32980,2024-02-22T01:00:00,23.7,G
33006,2024-02-22T02:00:00,23.7,G
33032,2024-02-22T03:00:00,23.7,G
33058,2024-02-22T04:00:00,23.7,G
33084,2024-02-22T05:00:00,23.7,G
33110,2024-02-22T06:00:00,23.7,G
33136,2024-02-22T07:00:00,23.7,G
33162,2024-02-22T08:00:00,23.7,G
33189,2024-02-22T09:00:00,23.7,G
33216,2024-02-22T10:00:00,23.8,G
33243,2024-02-22T11:00:00,24.5,G
33270,2024-02-22T12:00:00,25.1,G
33297,2024-02-22T13:00:00,26.1,G
33323,2024-02-22T14:00:00,26.4,G
33349,2024-02-22T15:00:00,26.4,G
33375,2024-02-22T16:00:00,26.3,G
33401,2024-02-22T17:00:00,26.3,G
33428,2024-02-22T18:00:00,26.3,G
33455,2024-02-22T19:00:00,26.3,G
33482,2024-02-22T20:00:00,26.3,G
33509,2024-02-22T21:00:00,26.3,G
33536,2024-02-22T22:00:00,26.3,G
33563,2024-02-22T23:00:00,26.3,G
33590,2024-02-23T00:00:00,26.2,G
33617,2024-02-23T01:00:00,22.4,G
33644,2024-02-23T02:00:00,22.4,G
33671,2024-02-23T03:00:00,22.4,G
33698,2024-02-23T04:00:00,22.4,G
33725,2024-02-23T05:00:00,22.4,G
33752,2024-02-23T06:00:00,22.4,G
33779,2024-02-23T07:00:00,22.4,G
33806,2024-02-23T08:00:00,22.4,G
33833,2024-02-23T09:00:00,22.4,G
33860,2024-02-23T10:00:00,22.4,G
33887,2024-02-23T11:00:00,22.4,G
33913,2024-02-23T12:00:00,22.4,G
33939,2024-02-23T13:00:00,22.4,G
33965,2024-02-23T14:00:00,22.4,G
33991,2024-02-23T15:00:00,22.4,G
34017,2024-02-23T16:00:00,22.4,G
34043,2024-02-23T17:00:00,22.4,G
34069,2024-02-23T18:00:00,22.4,G
34095,2024-02-23T19:00:00,22.4,G
34121,2024-02-23T20:00:00,22.4,G
34147,2024-02-23T21:00:00,22.4,G
34173,2024-02-23T22:00:00,22.4,G
34199,2024-02-23T23:00:00,22.4,G
34225,2024-02-24T00:00:00,22.3,G
34251,2024-02-24T01:00:00,17.9,G
34277,2024-02-24T02:00:00,17.9,G
34303,2024-02-24T03:00:00,17.9,G
34329,2024-02-24T04:00:00,17.9,G
34355,2024-02-24T05:00:00,17.9,G
34381,2024-02-24T06:00:00,17.9,G
34407,2024-02-24T07:00:00,17.9,G
34433,2024-02-24T08:00:00,17.9,G
34459,2024-02-24T09:00:00,17.9,G
34485,2024-02-24T10:00:00,17.9,G
34511,2024-02-24T11:00:00,17.9,G
34537,2024-02-24T12:00:00,18.0,G
34562,2024-02-24T13:00:00,18.7,G
34587,2024-02-24T14:00:00,19.8,G
34612,2024-02-24T15:00:00,20.2,G
34637,2024-02-24T16:00:00,20.2,G
34662,2024-02-24T17:00:00,20.2,G
34687,2024-02-24T18:00:00,20.2,G
34712,2024-02-24T19:00:00,20.2,G
34737,2024-02-24T20:00:00,20.2,G
34762,2024-02-24T21:00:00,20.2,G
34787,2024-02-24T22:00:00,20.2,G
34812,2024-02-24T23:00:00,20.2,G
34837,2024-02-25T00:00:00,20.1,G
34862,2024-02-25T01:00:00,15.7,G
34887,2024-02-25T02:00:00,15.7,G
34912,2024-02-25T03:00:00,15.7,G
34936,2024-02-25T04:00:00,15.7,G
34960,2024-02-25T05:00:00,15.7,G
34984,2024-02-25T06:00:00,15.7,G
35008,2024-02-25T07:00:00,15.7,G
35032,2024-02-25T08:00:00,15.7,G
35056,2024-02-25T09:00:00,15.7,G
35080,2024-02-25T10:00:00,15.7,G
35104,2024-02-25T11:00:00,15.7,G
35128,2024-02-25T12:00:00,15.7,G
35152,2024-02-25T13:00:00,16.1,G
35177,2024-02-25T14:00:00,17.5,G
35202,2024-02-25T15:00:00,18.6,G
35227,2024-02-25T16:00:00,19.4,G
35252,2024-02-25T17:00:00,19.4,G
35277,2024-02-25T18:00:00,19.4,G
35302,2024-02-25T19:00:00,19.4,G
35327,2024-02-25T20:00:00,19.4,G
35352,2024-02-25T21:00:00,19.4,G
35377,2024-02-25T22:00:00,19.4,G
35402,2024-02-25T23:00:00,19.4,G
35427,2024-02-26T00:00:00,19.3,G
35452,2024-02-26T01:00:00,15.8,G
35477,2024-02-26T02:00:00,15.8,G
35502,2024-02-26T03:00:00,15.8,G
35527,2024-02-26T04:00:00,15.8,G
35552,2024-02-26T05:00:00,15.8,G
35577,2024-02-26T06:00:00,15.8,G
35602,2024-02-26T07:00:00,15.8,G
35627,2024-02-26T08:00:00,15.8,G
35652,2024-02-26T09:00:00,15.8,G
35678,2024-02-26T10:00:00,15.8,G
35705,2024-02-26T11:00:00,16.3,G
35732,2024-02-26T12:00:00,17.2,G
35759,2024-02-26T13:00:00,17.9,G
35786,2024-02-26T14:00:00,18.7,G
35813,2024-02-26T15:00:00,20.1,G
35839,2024-02-26T16:00:00,21.2,G
35865,2024-02-26T17:00:00,21.4,G
35891,2024-02-26T18:00:00,21.4,G
35917,2024-02-26T19:00:00,21.4,G
35943,2024-02-26T20:00:00,21.4,G
35969,2024-02-26T21:00:00,21.4,G
35995,2024-02-26T22:00:00,21.4,G
36021,2024-02-26T23:00:00,21.4,G
36047,2024-02-27T00:00:00,21.3,G
36073,2024-02-27T01:00:00,16.9,G
36099,2024-02-27T02:00:00,16.9,G
36125,2024-02-27T03:00:00,16.9,G
36151,2024-02-27T04:00:00,16.9,G
36177,2024-02-27T05:00:00,16.9,G
36203,2024-02-27T06:00:00,16.9,G
36229,2024-02-27T07:00:00,16.9,G
36256,2024-02-27T08:00:00,16.9,G
36283,2024-02-27T09:00:00,16.9,G
36310,2024-02-27T10:00:00,16.9,G
36337,2024-02-27T11:00:00,16.9,G
36364,2024-02-27T12:00:00,16.9,G
36391,2024-02-27T13:00:00,17.0,G
36420,2024-02-27T14:00:00,18.1,G
36449,2024-02-27T15:00:00,19.3,G
36478,2024-02-27T16:00:00,19.3,G
36507,2024-02-27T17:00:00,19.3,G
36536,2024-02-27T18:00:00,19.3,G
36565,2024-02-27T19:00:00,19.3,G
36594,2024-02-27T20:00:00,19.3,G
36623,2024-02-27T21:00:00,19.3,G
36652,2024-02-27T22:00:00,19.3,G
36681,2024-02-27T23:00:00,19.3,G
36710,2024-02-28T00:00:00,19.3,G
36739,2024-02-28T01:00:00,17.2,G
36768,2024-02-28T02:00:00,17.2,G
36797,2024-02-28T03:00:00,17.2,G
36826,2024-02-28T04:00:00,17.2,G
36854,2024-02-28T05:00:00,17.2,G
36882,2024-02-28T06:00:00,17.2,G
36910,2024-02-28T07:00:00,17.2,G
36938,2024-02-28T08:00:00,17.2,G
36966,2024-02-28T09:00:00,17.2,G
36994,2024-02-28T10:00:00,17.2,G
37022,2024-02-28T11:00:00,17.2,G
37050,2024-02-28T12:00:00,17.4,G
37078,2024-02-28T13:00:00,17.7,G
37106,2024-02-28T14:00:00,18.0,G
37134,2024-02-28T15:00:00,18.1,G
37162,2024-02-28T16:00:00,18.1,G
37191,2024-02-28T17:00:00,18.1,G
37220,2024-02-28T18:00:00,18.1,G
37249,2024-02-28T19:00:00,18.1,G
37278,2024-02-28T20:00:00,18.1,G
37307,2024-02-28T21:00:00,18.1,G
37336,2024-02-28T22:00:00,18.1,G
37365,2024-02-28T23:00:00,18.2,G
37394,2024-02-29T00:00:00,18.2,G
37423,2024-02-29T01:00:00,18.3,G
37452,2024-02-29T02:00:00,18.5,G
37481,2024-02-29T03:00:00,18.5,G
37510,2024-02-29T04:00:00,18.5,G
37539,2024-02-29T05:00:00,18.5,G
37568,2024-02-29T06:00:00,18.5,G
37597,2024-02-29T07:00:00,18.7,G
37626,2024-02-29T08:00:00,18.7,G
37655,2024-02-29T09:00:00,19.1,G
37684,2024-02-29T10:00:00,19.4,G
37713,2024-02-29T11:00:00,20.0,G
37742,2024-02-29T12:00:00,21.1,G
37771,2024-02-29T13:00:00,21.3,G
37800,2024-02-29T14:00:00,21.3,G
37829,2024-02-29T15:00:00,21.3,G
37858,2024-02-29T16:00:00,21.3,G
37887,2024-02-29T17:00:00,21.3,G
37917,2024-02-29T18:00:00,21.3,G
37947,2024-02-29T19:00:00,21.3,G
37977,2024-02-29T20:00:00,21.3,G
38007,2024-02-29T21:00:00,21.3,G
38037,2024-02-29T22:00:00,21.3,G
38067,2024-02-29T23:00:00,21.3,G
38097,2024-03-01T00:00:00,21.2,G
38127,2024-03-01T01:00:00,14.3,G
38157,2024-03-01T02:00:00,14.4,G
38187,2024-03-01T03:00:00,14.4,G
38217,2024-03-01T04:00:00,14.4,G
38247,2024-03-01T05:00:00,14.4,G
38277,2024-03-01T06:00:00,14.4,G
38307,2024-03-01T07:00:00,14.4,G
38337,2024-03-01T08:00:00,14.4,G
38367,2024-03-01T09:00:00,14.4,G
38397,2024-03-01T10:00:00,14.4,G
38427,2024-03-01T11:00:00,14.4,G
38456,2024-03-01T12:00:00,14.4,M
38709,2024-03-01T21:00:00,14.4,G
38738,2024-03-01T22:00:00,14.4,G
38767,2024-03-01T23:00:00,14.4,G
38796,2024-03-02T00:00:00,14.3,G
38825,2024-03-02T01:00:00,10.6,G
38854,2024-03-02T02:00:00,10.6,G
38883,2024-03-02T03:00:00,10.6,G
38912,2024-03-02T04:00:00,10.6,G
38941,2024-03-02T05:00:00,10.6,G
38970,2024-03-02T06:00:00,10.6,G
38999,2024-03-02T07:00:00,10.6,G
39028,2024-03-02T08:00:00,10.6,G
39057,2024-03-02T09:00:00,10.6,G
39086,2024-03-02T10:00:00,10.6,G
39115,2024-03-02T11:00:00,10.6,G
39144,2024-03-02T12:00:00,10.6,G
39173,2024-03-02T13:00:00,10.9,G
39202,2024-03-02T14:00:00,11.3,G
39231,2024-03-02T15:00:00,12.0,G
39260,2024-03-02T16:00:00,12.9,G
39289,2024-03-02T17:00:00,13.0,G
39318,2024-03-02T18:00:00,13.0,G
39347,2024-03-02T19:00:00,13.0,G
39376,2024-03-02T20:00:00,13.0,G
39405,2024-03-02T21:00:00,13.0,G
39434,2024-03-02T22:00:00,13.0,G
39463,2024-03-02T23:00:00,13.0,G
39492,2024-03-03T00:00:00,13.0,G
39521,2024-03-03T01:00:00,12.4,G
39550,2024-03-03T02:00:00,12.7,G
39579,2024-03-03T03:00:00,12.7,G
39608,2024-03-03T04:00:00,13.0,G
39637,2024-03-03T05:00:00,13.1,G
39666,2024-03-03T06:00:00,13.1,G
39695,2024-03-03T07:00:00,13.2,G
39723,2024-03-03T08:00:00,13.3,G
39751,2024-03-03T09:00:00,13.4,G
39779,2024-03-03T10:00:00,13.7,G
39807,2024-03-03T11:00:00,14.4,G
39835,2024-03-03T12:00:00,15.1,G
39863,2024-03-03T13:00:00,16.3,G
39891,2024-03-03T14:00:00,16.9,G
39919,2024-03-03T15:00:00,17.0,G
39947,2024-03-03T16:00:00,17.0,G
39975,2024-03-03T17:00:00,17.0,G
40002,2024-03-03T18:00:00,17.0,G
40029,2024-03-03T19:00:00,17.0,G
40056,2024-03-03T20:00:00,17.0,G
40083,2024-03-03T21:00:00,17.0,G
40110,2024-03-03T22:00:00,17.0,G
40137,2024-03-03T23:00:00,17.2,G
40164,2024-03-04T00:00:00,17.5,G
40191,2024-03-04T01:00:00,17.3,G
40218,2024-03-04T02:00:00,17.4,G
40245,2024-03-04T03:00:00,17.4,G
40272,2024-03-04T04:00:00,17.4,G
40299,2024-03-04T05:00:00,17.4,G
40326,2024-03-04T06:00:00,17.4,G
40354,2024-03-04T07:00:00,17.4,G
40382,2024-03-04T08:00:00,17.4,G
40410,2024-03-04T09:00:00,17.5,G
40438,2024-03-04T10:00:00,18.0,G
40466,2024-03-04T11:00:00,18.8,G
40493,2024-03-04T12:00:00,20.1,G
40521,2024-03-04T13:00:00,21.3,G
40550,2024-03-04T14:00:00,21.5,G
40579,2024-03-04T15:00:00,21.8,G
40608,2024-03-04T16:00:00,22.8,G
40637,2024-03-04T17:00:00,23.0,G
40666,2024-03-04T18:00:00,23.0,G
40695,2024-03-04T19:00:00,23.0,G
40724,2024-03-04T20:00:00,23.0,G
40753,2024-03-04T21:00:00,23.0,G
40782,2024-03-04T22:00:00,23.0,G
40811,2024-03-04T23:00:00,23.0,G
40840,2024-03-05T00:00:00,23.2,G
40869,2024-03-05T01:00:00,23.5,G
40898,2024-03-05T02:00:00,23.6,G
40927,2024-03-05T03:00:00,23.6,G
40956,2024-03-05T04:00:00,23.6,G
40985,2024-03-05T05:00:00,23.6,G
41014,2024-03-05T06:00:00,23.6,G
41043,2024-03-05T07:00:00,23.6,G
41072,2024-03-05T08:00:00,23.6,G
41101,2024-03-05T09:00:00,23.7,G
41130,2024-03-05T10:00:00,24.4,G
41158,2024-03-05T11:00:00,24.7,G
41186,2024-03-05T12:00:00,25.3,G
41214,2024-03-05T13:00:00,25.6,G
41242,2024-03-05T14:00:00,25.6,G
41270,2024-03-05T15:00:00,25.6,G
41298,2024-03-05T16:00:00,25.6,G
41326,2024-03-05T17:00:00,25.6,G
41354,2024-03-05T18:00:00,25.6,G
41381,2024-03-05T19:00:00,25.6,G
41408,2024-03-05T20:00:00,25.6,G
41435,2024-03-05T21:00:00,25.6,G
41462,2024-03-05T22:00:00,25.6,G
41489,2024-03-05T23:00:00,25.6,G
41516,2024-03-06T00:00:00,25.6,G
