,obstime,Maximum Air Temperature in degree C,qcscore
168700,2024-10-14T10:00:00,27.7,G
168725,2024-10-14T11:00:00,28.1,G
168751,2024-10-14T12:00:00,28.5,G
168777,2024-10-14T13:00:00,29.0,G
168802,2024-10-14T14:00:00,29.5,G
168827,2024-10-14T15:00:00,30.0,G
168853,2024-10-14T16:00:00,30.2,G
168879,2024-10-14T17:00:00,30.2,G
168905,2024-10-14T18:00:00,30.2,G
168931,2024-10-14T19:00:00,30.2,G
168957,2024-10-14T20:00:00,30.2,G
168983,2024-10-14T21:00:00,30.2,G
169009,2024-10-14T22:00:00,30.2,G
169035,2024-10-14T23:00:00,30.2,G
169061,2024-10-15T00:00:00,30.1,G
169087,2024-10-15T01:00:00,25.9,G
169113,2024-10-15T02:00:00,25.9,G
169138,2024-10-15T03:00:00,25.9,G
169163,2024-10-15T04:00:00,25.9,G
169188,2024-10-15T05:00:00,25.9,G
169213,2024-10-15T06:00:00,25.9,G
169238,2024-10-15T07:00:00,25.9,G
169263,2024-10-15T08:00:00,26.1,G
169288,2024-10-15T09:00:00,27.1,G
169313,2024-10-15T10:00:00,28.0,G
169338,2024-10-15T11:00:00,28.5,G
169364,2024-10-15T12:00:00,28.8,G
169390,2024-10-15T13:00:00,29.2,G
169416,2024-10-15T14:00:00,29.8,G
169442,2024-10-15T15:00:00,30.0,G
169468,2024-10-15T16:00:00,30.1,G
169494,2024-10-15T17:00:00,30.1,G
169520,2024-10-15T18:00:00,30.1,G
169546,2024-10-15T19:00:00,30.1,G
169572,2024-10-15T20:00:00,30.1,G
169598,2024-10-15T21:00:00,30.1,G
169624,2024-10-15T22:00:00,30.1,G
169650,2024-10-15T23:00:00,30.1,G
169676,2024-10-16T00:00:00,30.0,G
169702,2024-10-16T01:00:00,26.3,G
169728,2024-10-16T02:00:00,26.5,G
169754,2024-10-16T03:00:00,26.6,G
169780,2024-10-16T04:00:00,26.6,G
169806,2024-10-16T05:00:00,26.6,G
169833,2024-10-16T06:00:00,26.6,G
169860,2024-10-16T07:00:00,26.6,G
169887,2024-10-16T08:00:00,26.6,G
169914,2024-10-16T09:00:00,27.0,G
169941,2024-10-16T10:00:00,27.3,G
169968,2024-10-16T11:00:00,28.4,G
169995,2024-10-16T12:00:00,29.2,G
170022,2024-10-16T13:00:00,29.7,G
170049,2024-10-16T14:00:00,30.1,G
170076,2024-10-16T15:00:00,30.2,G
170103,2024-10-16T16:00:00,30.2,G
170130,2024-10-16T17:00:00,30.2,G
170157,2024-10-16T18:00:00,30.2,G
170184,2024-10-16T19:00:00,30.2,G
170211,2024-10-16T20:00:00,30.2,G
170238,2024-10-16T21:00:00,30.2,G
170265,2024-10-16T22:00:00,30.2,G
170292,2024-10-16T23:00:00,30.2,G
170319,2024-10-17T00:00:00,30.1,G
170346,2024-10-17T01:00:00,26.8,G
170373,2024-10-17T02:00:00,26.8,G
170400,2024-10-17T03:00:00,26.8,G
170426,2024-10-17T04:00:00,26.8,G
170452,2024-10-17T05:00:00,26.8,G
170478,2024-10-17T06:00:00,26.8,G
170504,2024-10-17T07:00:00,26.8,G
170529,2024-10-17T08:00:00,26.8,G
170554,2024-10-17T09:00:00,26.9,G
170578,2024-10-17T10:00:00,27.3,G
170603,2024-10-17T11:00:00,27.5,G
170628,2024-10-17T12:00:00,27.7,G
170653,2024-10-17T13:00:00,27.8,G
170678,2024-10-17T14:00:00,27.9,G
170704,2024-10-17T15:00:00,28.2,G
170730,2024-10-17T16:00:00,28.2,G
170756,2024-10-17T17:00:00,28.2,G
170782,2024-10-17T18:00:00,28.2,G
170808,2024-10-17T19:00:00,28.2,G
170834,2024-10-17T20:00:00,28.2,G
170859,2024-10-17T21:00:00,28.2,G
170884,2024-10-17T22:00:00,28.2,G
170909,2024-10-17T23:00:00,28.2,G
170934,2024-10-18T00:00:00,28.2,G
170959,2024-10-18T01:00:00,26.6,G
170984,2024-10-18T02:00:00,26.6,G
171009,2024-10-18T03:00:00,26.6,G
171034,2024-10-18T04:00:00,26.6,G
171059,2024-10-18T05:00:00,26.6,G
171084,2024-10-18T06:00:00,26.6,G
171109,2024-10-18T07:00:00,26.6,G
171134,2024-10-18T08:00:00,26.6,G
171159,2024-10-18T09:00:00,27.0,G
171183,2024-10-18T10:00:00,27.7,G
171207,2024-10-18T11:00:00,28.2,G
171231,2024-10-18T12:00:00,28.7,G
171255,2024-10-18T13:00:00,29.1,G
171279,2024-10-18T14:00:00,29.4,G
171303,2024-10-18T15:00:00,29.4,G
171327,2024-10-18T16:00:00,29.4,G
171351,2024-10-18T17:00:00,29.4,G
171375,2024-10-18T18:00:00,29.4,G
171399,2024-10-18T19:00:00,29.4,G
171423,2024-10-18T20:00:00,29.4,G
171447,2024-10-18T21:00:00,29.4,G
171471,2024-10-18T22:00:00,29.4,G
171495,2024-10-18T23:00:00,29.4,G
171519,2024-10-19T00:00:00,29.3,G
171543,2024-10-19T01:00:00,25.9,G
171567,2024-10-19T02:00:00,25.9,G
171591,2024-10-19T03:00:00,26.0,G
171615,2024-10-19T04:00:00,26.2,G
171639,2024-10-19T05:00:00,26.2,G
171663,2024-10-19T06:00:00,26.2,G
171687,2024-10-19T07:00:00,26.2,G
171711,2024-10-19T08:00:00,26.2,G
171735,2024-10-19T09:00:00,27.1,G
171759,2024-10-19T10:00:00,29.7,G
171783,2024-10-19T11:00:00,31.1,G
171807,2024-10-19T12:00:00,31.8,G
171831,2024-10-19T13:00:00,32.2,G
171855,2024-10-19T14:00:00,32.7,G
171879,2024-10-19T15:00:00,32.9,G
171903,2024-10-19T16:00:00,32.9,G
171927,2024-10-19T17:00:00,32.9,G
171951,2024-10-19T18:00:00,32.9,G
171975,2024-10-19T19:00:00,32.9,G
171999,2024-10-19T20:00:00,32.9,G
172023,2024-10-19T21:00:00,32.9,G
172047,2024-10-19T22:00:00,32.9,G
172072,2024-10-19T23:00:00,32.9,G
172097,2024-10-20T00:00:00,32.8,G
172122,2024-10-20T01:00:00,27.2,G
172146,2024-10-20T02:00:00,27.2,G
172170,2024-10-20T03:00:00,27.2,G
172194,2024-10-20T04:00:00,27.2,G
172218,2024-10-20T05:00:00,27.2,G
172242,2024-10-20T06:00:00,27.2,G
172266,2024-10-20T07:00:00,27.2,G
172290,2024-10-20T08:00:00,27.2,G
172314,2024-10-20T09:00:00,27.2,G
172338,2024-10-20T10:00:00,27.2,G
172362,2024-10-20T11:00:00,27.2,G
172386,2024-10-20T12:00:00,27.3,G
172410,2024-10-20T13:00:00,27.4,G
172434,2024-10-20T14:00:00,27.6,G
172458,2024-10-20T15:00:00,28.3,G
172482,2024-10-20T16:00:00,28.4,G
172506,2024-10-20T17:00:00,28.4,G
172529,2024-10-20T18:00:00,28.4,G
172552,2024-10-20T19:00:00,28.4,G
172575,2024-10-20T20:00:00,28.4,G
172598,2024-10-20T21:00:00,28.4,G
172621,2024-10-20T22:00:00,28.4,G
172644,2024-10-20T23:00:00,28.4,G
172667,2024-10-21T00:00:00,28.4,G
172690,2024-10-21T01:00:00,26.3,G
172713,2024-10-21T02:00:00,26.3,G
172736,2024-10-21T03:00:00,26.3,G
172759,2024-10-21T04:00:00,26.3,G
172782,2024-10-21T05:00:00,26.3,G
172804,2024-10-21T06:00:00,26.3,G
172826,2024-10-21T07:00:00,26.3,G
172848,2024-10-21T08:00:00,26.3,G
172871,2024-10-21T09:00:00,26.3,G
172894,2024-10-21T10:00:00,26.3,G
172917,2024-10-21T11:00:00,26.8,G
172940,2024-10-21T12:00:00,28.1,G
172963,2024-10-21T13:00:00,29.3,G
172987,2024-10-21T14:00:00,30.4,G
173012,2024-10-21T15:00:00,30.4,G
173037,2024-10-21T16:00:00,30.4,G
173062,2024-10-21T17:00:00,30.4,G
173087,2024-10-21T18:00:00,30.4,G
173112,2024-10-21T19:00:00,30.4,G
173137,2024-10-21T20:00:00,30.4,G
173162,2024-10-21T21:00:00,30.4,G
173187,2024-10-21T22:00:00,30.4,G
173212,2024-10-21T23:00:00,30.4,G
173237,2024-10-22T00:00:00,30.3,G
173262,2024-10-22T01:00:00,25.7,G
173287,2024-10-22T02:00:00,25.7,G
173312,2024-10-22T03:00:00,25.7,G
173336,2024-10-22T04:00:00,25.7,G
173360,2024-10-22T05:00:00,25.7,G
173384,2024-10-22T06:00:00,25.7,G
173408,2024-10-22T07:00:00,25.7,G
173432,2024-10-22T08:00:00,25.7,G
173456,2024-10-22T09:00:00,26.4,G
173480,2024-10-22T10:00:00,27.9,G
173503,2024-10-22T11:00:00,28.6,G
173525,2024-10-22T12:00:00,29.4,G
173547,2024-10-22T13:00:00,30.5,G
173570,2024-10-22T14:00:00,31.2,G
173593,2024-10-22T15:00:00,31.3,G
173616,2024-10-22T16:00:00,31.6,G
173640,2024-10-22T17:00:00,31.7,G
173664,2024-10-22T18:00:00,31.7,G
173688,2024-10-22T19:00:00,31.7,G
173712,2024-10-22T20:00:00,31.7,G
173736,2024-10-22T21:00:00,31.7,G
173760,2024-10-22T22:00:00,31.7,G
173784,2024-10-22T23:00:00,31.7,G
173808,2024-10-23T00:00:00,31.6,G
173832,2024-10-23T01:00:00,25.4,G
173856,2024-10-23T02:00:00,25.4,G
173880,2024-10-23T03:00:00,25.4,G
173904,2024-10-23T04:00:00,25.4,G
173928,2024-10-23T05:00:00,25.4,G
173952,2024-10-23T06:00:00,25.4,G
173976,2024-10-23T07:00:00,25.4,G
174000,2024-10-23T08:00:00,25.4,G
174024,2024-10-23T09:00:00,25.4,G
174048,2024-10-23T10:00:00,25.7,G
174071,2024-10-23T11:00:00,26.5,G
174094,2024-10-23T12:00:00,27.1,G
174117,2024-10-23T13:00:00,27.1,G
174141,2024-10-23T14:00:00,27.1,G
174164,2024-10-23T15:00:00,27.1,G
174187,2024-10-23T16:00:00,27.1,G
174210,2024-10-23T17:00:00,27.1,G
174233,2024-10-23T18:00:00,27.1,G
174256,2024-10-23T19:00:00,27.1,G
174279,2024-10-23T20:00:00,27.1,G
174302,2024-10-23T21:00:00,27.1,G
174325,2024-10-23T22:00:00,27.1,G
174348,2024-10-23T23:00:00,27.1,G
174371,2024-10-24T00:00:00,27.0,G
174394,2024-10-24T01:00:00,22.5,G
174417,2024-10-24T02:00:00,22.5,G
174439,2024-10-24T03:00:00,22.5,G
174461,2024-10-24T04:00:00,22.5,G
174483,2024-10-24T05:00:00,22.5,G
174505,2024-10-24T06:00:00,22.5,G
174527,2024-10-24T07:00:00,22.5,G
174549,2024-10-24T08:00:00,22.5,G
174571,2024-10-24T09:00:00,22.5,G
174593,2024-10-24T10:00:00,22.6,G
174615,2024-10-24T11:00:00,23.2,G
174637,2024-10-24T12:00:00,24.2,G
174658,2024-10-24T13:00:00,25.6,G
174680,2024-10-24T14:00:00,26.9,G
174703,2024-10-24T15:00:00,27.8,G
174726,2024-10-24T16:00:00,28.2,G
174749,2024-10-24T17:00:00,28.2,G
174772,2024-10-24T18:00:00,28.2,G
174795,2024-10-24T19:00:00,28.2,G
174818,2024-10-24T20:00:00,28.2,G
174841,2024-10-24T21:00:00,28.2,G
174864,2024-10-24T22:00:00,28.2,G
174887,2024-10-24T23:00:00,28.2,G
174910,2024-10-25T00:00:00,28.1,G
174932,2024-10-25T01:00:00,24.0,G
174953,2024-10-25T02:00:00,24.0,G
174974,2024-10-25T03:00:00,24.0,G
174995,2024-10-25T04:00:00,24.0,G
175016,2024-10-25T05:00:00,24.0,G
175037,2024-10-25T06:00:00,24.0,G
175059,2024-10-25T07:00:00,24.0,G
175082,2024-10-25T08:00:00,24.0,G
175105,2024-10-25T09:00:00,24.0,G
175128,2024-10-25T10:00:00,24.6,G
175151,2024-10-25T11:00:00,25.7,G
175174,2024-10-25T12:00:00,26.6,G
175197,2024-10-25T13:00:00,27.5,G
175221,2024-10-25T14:00:00,28.3,G
175246,2024-10-25T15:00:00,28.5,G
175271,2024-10-25T16:00:00,28.6,G
175296,2024-10-25T17:00:00,28.6,G
175321,2024-10-25T18:00:00,28.6,G
175346,2024-10-25T19:00:00,28.6,G
175371,2024-10-25T20:00:00,28.6,G
175396,2024-10-25T21:00:00,28.6,G
175421,2024-10-25T22:00:00,28.6,M
179150,2024-11-01T23:00:00,29.8,G
179172,2024-11-02T00:00:00,29.7,G
179194,2024-11-02T01:00:00,22.7,G
179216,2024-11-02T02:00:00,22.7,G
179238,2024-11-02T03:00:00,22.7,G
179259,2024-11-02T04:00:00,22.7,G
179280,2024-11-02T05:00:00,22.7,G
179301,2024-11-02T06:00:00,22.7,G
179322,2024-11-02T07:00:00,22.7,G
179343,2024-11-02T08:00:00,22.7,G
179364,2024-11-02T09:00:00,22.8,G
179385,2024-11-02T10:00:00,23.5,G
179406,2024-11-02T11:00:00,24.6,G
179427,2024-11-02T12:00:00,25.8,G
179448,2024-11-02T13:00:00,25.8,G
179469,2024-11-02T14:00:00,25.8,G
179490,2024-11-02T15:00:00,25.8,G
179512,2024-11-02T16:00:00,26.1,G
179534,2024-11-02T17:00:00,27.1,G
179556,2024-11-02T18:00:00,27.2,G
179578,2024-11-02T19:00:00,27.2,G
179600,2024-11-02T20:00:00,27.2,G
179622,2024-11-02T21:00:00,27.2,G
179643,2024-11-02T22:00:00,27.2,G
179664,2024-11-02T23:00:00,27.2,G
179685,2024-11-03T00:00:00,27.1,G
179706,2024-11-03T01:00:00,23.6,G
179727,2024-11-03T02:00:00,23.7,G
179748,2024-11-03T03:00:00,23.7,G
179769,2024-11-03T04:00:00,23.7,G
179790,2024-11-03T05:00:00,23.7,G
179811,2024-11-03T06:00:00,23.7,G
179832,2024-11-03T07:00:00,23.7,G
179853,2024-11-03T08:00:00,23.7,G
179874,2024-11-03T09:00:00,23.9,G
179895,2024-11-03T10:00:00,24.7,G
179916,2024-11-03T11:00:00,25.3,G
179937,2024-11-03T12:00:00,26.0,G
179959,2024-11-03T13:00:00,26.4,G
179981,2024-11-03T14:00:00,26.7,G
180003,2024-11-03T15:00:00,27.1,G
180025,2024-11-03T16:00:00,27.1,G
180047,2024-11-03T17:00:00,27.2,G
180068,2024-11-03T18:00:00,27.2,G
180089,2024-11-03T19:00:00,27.2,G
180110,2024-11-03T20:00:00,27.2,G
180131,2024-11-03T21:00:00,27.2,G
180152,2024-11-03T22:00:00,27.2,G
180174,2024-11-03T23:00:00,27.2,G
180196,2024-11-04T00:00:00,27.2,G
180218,2024-11-04T01:00:00,24.5,G
180240,2024-11-04T02:00:00,24.5,G
180261,2024-11-04T03:00:00,24.5,G
180282,2024-11-04T04:00:00,24.5,G
180303,2024-11-04T05:00:00,24.5,G
180324,2024-11-04T06:00:00,24.5,G
180346,2024-11-04T07:00:00,24.5,G
180368,2024-11-04T08:00:00,24.5,G
180390,2024-11-04T09:00:00,25.0,G
180413,2024-11-04T10:00:00,25.6,G
180436,2024-11-04T11:00:00,26.0,G
180459,2024-11-04T12:00:00,26.8,G
180483,2024-11-04T13:00:00,27.6,G
180506,2024-11-04T14:00:00,28.0,G
180529,2024-11-04T15:00:00,28.6,G
180552,2024-11-04T16:00:00,28.9,G
180576,2024-11-04T17:00:00,28.9,G
180600,2024-11-04T18:00:00,28.9,G
180624,2024-11-04T19:00:00,28.9,G
180648,2024-11-04T20:00:00,28.9,G
180672,2024-11-04T21:00:00,28.9,G
180696,2024-11-04T22:00:00,28.9,G
180720,2024-11-04T23:00:00,28.9,G
180745,2024-11-05T00:00:00,28.8,G
180770,2024-11-05T01:00:00,24.3,G
180795,2024-11-05T02:00:00,24.3,G
180820,2024-11-05T03:00:00,24.3,G
180845,2024-11-05T04:00:00,24.3,G
180870,2024-11-05T05:00:00,24.3,G
180895,2024-11-05T06:00:00,24.3,G
180920,2024-11-05T07:00:00,24.3,G
180945,2024-11-05T08:00:00,24.3,G
180970,2024-11-05T09:00:00,24.3,G
180995,2024-11-05T10:00:00,24.9,G
181020,2024-11-05T11:00:00,26.1,G
181044,2024-11-05T12:00:00,26.6,G
181069,2024-11-05T13:00:00,27.1,G
181094,2024-11-05T14:00:00,27.9,G
181120,2024-11-05T15:00:00,28.2,G
181146,2024-11-05T16:00:00,28.7,G
181172,2024-11-05T17:00:00,28.7,G
181198,2024-11-05T18:00:00,28.7,G
181222,2024-11-05T19:00:00,28.7,G
181246,2024-11-05T20:00:00,28.7,G
181270,2024-11-05T21:00:00,28.7,G
181294,2024-11-05T22:00:00,28.7,G
181317,2024-11-05T23:00:00,28.7,G
181340,2024-11-06T00:00:00,28.6,G
181363,2024-11-06T01:00:00,24.3,G
181386,2024-11-06T02:00:00,24.3,G
181409,2024-11-06T03:00:00,24.3,G
181433,2024-11-06T04:00:00,24.3,G
181457,2024-11-06T05:00:00,24.3,G
181481,2024-11-06T06:00:00,24.3,G
181505,2024-11-06T07:00:00,24.3,G
181529,2024-11-06T08:00:00,24.3,G
181553,2024-11-06T09:00:00,24.3,G
181578,2024-11-06T10:00:00,24.3,G
181603,2024-11-06T11:00:00,24.3,G
181628,2024-11-06T12:00:00,25.6,G
181653,2024-11-06T13:00:00,26.1,G
181678,2024-11-06T14:00:00,26.8,G
181703,2024-11-06T15:00:00,27.3,G
181728,2024-11-06T16:00:00,27.4,G
181753,2024-11-06T17:00:00,27.4,G
181778,2024-11-06T18:00:00,27.4,G
181803,2024-11-06T19:00:00,27.4,G
181827,2024-11-06T20:00:00,27.4,G
181851,2024-11-06T21:00:00,27.4,G
181875,2024-11-06T22:00:00,27.4,G
181899,2024-11-06T23:00:00,27.4,G
181923,2024-11-07T00:00:00,27.3,G
181947,2024-11-07T01:00:00,22.9,G
181971,2024-11-07T02:00:00,22.9,G
181995,2024-11-07T03:00:00,22.9,G
182019,2024-11-07T04:00:00,22.9,G
182043,2024-11-07T05:00:00,22.9,G
182067,2024-11-07T06:00:00,22.9,G
182090,2024-11-07T07:00:00,22.9,G
182113,2024-11-07T08:00:00,22.9,G
182137,2024-11-07T09:00:00,22.9,G
182161,2024-11-07T10:00:00,23.0,G
182185,2024-11-07T11:00:00,23.8,G
182209,2024-11-07T12:00:00,24.7,G
182233,2024-11-07T13:00:00,25.7,G
182257,2024-11-07T14:00:00,26.0,G
182281,2024-11-07T15:00:00,26.1,G
182305,2024-11-07T16:00:00,26.1,G
182329,2024-11-07T17:00:00,26.1,G
182352,2024-11-07T18:00:00,26.1,G
182376,2024-11-07T19:00:00,26.1,G
182400,2024-11-07T20:00:00,26.1,G
182424,2024-11-07T21:00:00,26.1,G
182448,2024-11-07T22:00:00,26.1,G
182471,2024-11-07T23:00:00,26.1,G
182494,2024-11-08T00:00:00,26.0,G
182517,2024-11-08T01:00:00,21.6,G
182540,2024-11-08T02:00:00,21.6,G
182562,2024-11-08T03:00:00,21.6,G
182585,2024-11-08T04:00:00,21.6,G
182608,2024-11-08T05:00:00,21.6,G
182631,2024-11-08T06:00:00,21.6,G
182654,2024-11-08T07:00:00,21.6,G
182677,2024-11-08T08:00:00,21.6,G
182701,2024-11-08T09:00:00,21.6,G
182725,2024-11-08T10:00:00,22.1,G
182749,2024-11-08T11:00:00,23.6,G
182772,2024-11-08T12:00:00,24.5,G
182795,2024-11-08T13:00:00,25.4,G
182818,2024-11-08T14:00:00,26.5,G
182841,2024-11-08T15:00:00,26.7,G
182864,2024-11-08T16:00:00,26.8,G
182887,2024-11-08T17:00:00,26.9,G
182909,2024-11-08T18:00:00,26.9,G
182931,2024-11-08T19:00:00,26.9,G
182952,2024-11-08T20:00:00,26.9,G
182973,2024-11-08T21:00:00,26.9,G
182994,2024-11-08T22:00:00,26.9,G
183015,2024-11-08T23:00:00,26.9,G
183036,2024-11-09T00:00:00,26.9,G
183057,2024-11-09T01:00:00,24.5,G
183078,2024-11-09T02:00:00,24.5,G
183099,2024-11-09T03:00:00,24.5,G
183120,2024-11-09T04:00:00,24.5,G
183141,2024-11-09T05:00:00,24.5,G
183162,2024-11-09T06:00:00,24.5,G
183183,2024-11-09T07:00:00,24.5,G
183205,2024-11-09T08:00:00,24.5,G
183227,2024-11-09T09:00:00,24.5,G
183249,2024-11-09T10:00:00,24.5,G
183271,2024-11-09T11:00:00,24.5,G
183293,2024-11-09T12:00:00,24.7,G
183315,2024-11-09T13:00:00,26.1,G
183337,2024-11-09T14:00:00,26.6,G
183359,2024-11-09T15:00:00,27.1,G
183381,2024-11-09T16:00:00,27.2,G
183403,2024-11-09T17:00:00,27.2,G
183425,2024-11-09T18:00:00,27.2,G
183447,2024-11-09T19:00:00,27.2,G
183469,2024-11-09T20:00:00,27.2,G
183491,2024-11-09T21:00:00,27.2,G
183513,2024-11-09T22:00:00,27.2,G
183535,2024-11-09T23:00:00,27.2,G
183556,2024-11-10T00:00:00,27.2,G
183577,2024-11-10T01:00:00,24.6,G
183598,2024-11-10T02:00:00,24.6,G
183619,2024-11-10T03:00:00,24.6,G
183640,2024-11-10T04:00:00,24.6,G
183660,2024-11-10T05:00:00,24.6,G
183680,2024-11-10T06:00:00,24.6,G
183700,2024-11-10T07:00:00,24.6,G
183720,2024-11-10T08:00:00,24.6,G
183740,2024-11-10T09:00:00,24.6,G
183760,2024-11-10T10:00:00,24.6,G
183780,2024-11-10T11:00:00,24.8,G
183800,2024-11-10T12:00:00,25.2,G
183820,2024-11-10T13:00:00,25.2,G
183840,2024-11-10T14:00:00,25.5,G
183860,2024-11-10T15:00:00,25.6,G
183881,2024-11-10T16:00:00,25.6,G
183902,2024-11-10T17:00:00,25.6,G
183923,2024-11-10T18:00:00,25.6,G
183944,2024-11-10T19:00:00,25.6,G
183965,2024-11-10T20:00:00,25.6,G
183986,2024-11-10T21:00:00,25.6,G
184007,2024-11-10T22:00:00,25.6,G
184028,2024-11-10T23:00:00,25.6,G
184049,2024-11-11T00:00:00,25.6,G
184070,2024-11-11T01:00:00,23.7,G
184091,2024-11-11T02:00:00,23.7,G
184112,2024-11-11T03:00:00,24.0,G
184133,2024-11-11T04:00:00,24.1,G
184154,2024-11-11T05:00:00,24.1,G
184175,2024-11-11T06:00:00,24.1,G
184196,2024-11-11T07:00:00,24.1,G
184217,2024-11-11T08:00:00,24.1,G
184238,2024-11-11T09:00:00,24.1,G
184260,2024-11-11T10:00:00,24.3,G
184282,2024-11-11T11:00:00,24.6,G
184305,2024-11-11T12:00:00,25.0,G
184328,2024-11-11T13:00:00,25.2,G
184351,2024-11-11T14:00:00,25.3,G
184374,2024-11-11T15:00:00,25.8,G
184397,2024-11-11T16:00:00,25.9,G
184419,2024-11-11T17:00:00,25.9,G
184441,2024-11-11T18:00:00,25.9,G
184463,2024-11-11T19:00:00,25.9,G
184484,2024-11-11T20:00:00,25.9,G
184505,2024-11-11T21:00:00,25.9,G
184526,2024-11-11T22:00:00,25.9,G
184547,2024-11-11T23:00:00,25.9,G
184568,2024-11-12T00:00:00,25.9,G
184589,2024-11-12T01:00:00,22.9,G
184610,2024-11-12T02:00:00,22.9,G
184631,2024-11-12T03:00:00,22.9,G
184652,2024-11-12T04:00:00,22.9,G
184673,2024-11-12T05:00:00,22.9,G
184694,2024-11-12T06:00:00,22.9,G
184715,2024-11-12T07:00:00,22.9,G
184736,2024-11-12T08:00:00,22.9,G
184757,2024-11-12T09:00:00,23.8,G
184778,2024-11-12T10:00:00,25.9,G
184798,2024-11-12T11:00:00,26.8,G
184819,2024-11-12T12:00:00,27.5,G
184840,2024-11-12T13:00:00,28.4,G
184862,2024-11-12T14:00:00,29.4,G
184884,2024-11-12T15:00:00,29.8,G
184906,2024-11-12T16:00:00,30.0,G
184928,2024-11-12T17:00:00,30.0,G
184950,2024-11-12T18:00:00,30.0,G
184971,2024-11-12T19:00:00,30.0,G
184992,2024-11-12T20:00:00,30.0,G
185013,2024-11-12T21:00:00,30.0,G
185035,2024-11-12T22:00:00,30.0,G
185057,2024-11-12T23:00:00,30.0,G
185079,2024-11-13T00:00:00,29.9,G
185100,2024-11-13T01:00:00,23.7,G
185121,2024-11-13T02:00:00,24.1,G
185142,2024-11-13T03:00:00,24.1,G
185163,2024-11-13T04:00:00,24.1,G
185184,2024-11-13T05:00:00,24.1,G
185205,2024-11-13T06:00:00,24.5,G
185226,2024-11-13T07:00:00,24.7,G
185247,2024-11-13T08:00:00,24.8,G
185268,2024-11-13T09:00:00,24.9,G
185289,2024-11-13T10:00:00,24.9,G
185310,2024-11-13T11:00:00,25.1,G
185331,2024-11-13T12:00:00,25.6,G
185352,2024-11-13T13:00:00,25.7,G
185373,2024-11-13T14:00:00,25.8,G
185395,2024-11-13T15:00:00,25.8,G
185417,2024-11-13T16:00:00,25.8,G
185439,2024-11-13T17:00:00,25.8,G
185461,2024-11-13T18:00:00,25.8,G
185482,2024-11-13T19:00:00,25.8,G
185503,2024-11-13T20:00:00,25.8,G
185524,2024-11-13T21:00:00,25.8,G
185545,2024-11-13T22:00:00,25.8,G
185565,2024-11-13T23:00:00,25.8,G
185585,2024-11-14T00:00:00,25.8,G
185605,2024-11-14T01:00:00,24.0,G
185626,2024-11-14T02:00:00,24.1,G
185647,2024-11-14T03:00:00,24.3,G
185668,2024-11-14T04:00:00,24.7,G
185689,2024-11-14T05:00:00,25.0,G
185710,2024-11-14T06:00:00,25.1,G
185731,2024-11-14T07:00:00,25.1,G
185752,2024-11-14T08:00:00,25.1,G
185773,2024-11-14T09:00:00,25.1,G
185794,2024-11-14T10:00:00,25.1,G
185815,2024-11-14T11:00:00,25.1,G
185836,2024-11-14T12:00:00,25.1,G
185858,2024-11-14T13:00:00,25.1,G
185880,2024-11-14T14:00:00,25.1,G
185903,2024-11-14T15:00:00,25.1,G
185926,2024-11-14T16:00:00,25.1,G
185949,2024-11-14T17:00:00,25.1,G
185972,2024-11-14T18:00:00,25.1,G
185995,2024-11-14T19:00:00,25.1,G
186018,2024-11-14T20:00:00,25.1,G
186041,2024-11-14T21:00:00,25.1,G
186064,2024-11-14T22:00:00,25.1,G
186087,2024-11-14T23:00:00,25.1,G
186110,2024-11-15T00:00:00,25.1,G
186132,2024-11-15T01:00:00,23.7,G
186153,2024-11-15T02:00:00,23.7,G
186174,2024-11-15T03:00:00,23.7,G
186195,2024-11-15T04:00:00,23.7,G
186216,2024-11-15T05:00:00,23.7,G
186237,2024-11-15T06:00:00,23.7,G
186258,2024-11-15T07:00:00,23.7,G
186279,2024-11-15T08:00:00,23.7,G
186300,2024-11-15T09:00:00,23.7,G
186321,2024-11-15T10:00:00,23.9,G
186343,2024-11-15T11:00:00,24.0,G
186365,2024-11-15T12:00:00,24.1,G
186386,2024-11-15T13:00:00,24.1,G
186407,2024-11-15T14:00:00,24.1,G
186428,2024-11-15T15:00:00,24.2,G
186449,2024-11-15T16:00:00,24.2,G
186470,2024-11-15T17:00:00,24.2,G
186492,2024-11-15T18:00:00,24.2,G
186514,2024-11-15T19:00:00,24.2,G
186536,2024-11-15T20:00:00,24.2,G
186558,2024-11-15T21:00:00,24.2,G
186580,2024-11-15T22:00:00,24.2,G
186601,2024-11-15T23:00:00,24.2,G
186622,2024-11-16T00:00:00,24.2,G
186643,2024-11-16T01:00:00,23.6,G
186665,2024-11-16T02:00:00,23.7,G
186687,2024-11-16T03:00:00,23.8,G
186709,2024-11-16T04:00:00,23.9,G
186731,2024-11-16T05:00:00,23.9,G
186753,2024-11-16T06:00:00,23.9,G
186775,2024-11-16T07:00:00,23.9,G
186797,2024-11-16T08:00:00,24.1,G
186819,2024-11-16T09:00:00,24.6,G
186841,2024-11-16T10:00:00,25.4,G
186863,2024-11-16T11:00:00,26.4,G
186885,2024-11-16T12:00:00,26.9,G
186907,2024-11-16T13:00:00,27.1,G
186929,2024-11-16T14:00:00,27.1,G
186951,2024-11-16T15:00:00,27.1,G
186973,2024-11-16T16:00:00,27.1,G
186995,2024-11-16T17:00:00,27.1,G
187017,2024-11-16T18:00:00,27.1,G
187038,2024-11-16T19:00:00,27.1,G
187059,2024-11-16T20:00:00,27.1,G
