,obstime,Relative Humidity in %,qcscore
192897,2024-11-27T19:00:00,36.5,G
192920,2024-11-27T20:00:00,37.3,G
192944,2024-11-27T21:00:00,41.1,G
192968,2024-11-27T22:00:00,44.3,G
192992,2024-11-27T23:00:00,45.4,G
193016,2024-11-28T00:00:00,46.5,G
193040,2024-11-28T01:00:00,47.4,G
193064,2024-11-28T02:00:00,48.7,G
193088,2024-11-28T03:00:00,47.5,G
193112,2024-11-28T04:00:00,45.1,G
193136,2024-11-28T05:00:00,45.8,G
193160,2024-11-28T06:00:00,46.2,G
193184,2024-11-28T07:00:00,41.9,G
193208,2024-11-28T08:00:00,42.4,G
193232,2024-11-28T09:00:00,41.5,G
193256,2024-11-28T10:00:00,39.2,G
193280,2024-11-28T11:00:00,36.4,G
193304,2024-11-28T12:00:00,35.2,G
193329,2024-11-28T13:00:00,35.7,G
193355,2024-11-28T14:00:00,36.3,G
193381,2024-11-28T15:00:00,36.1,G
193406,2024-11-28T16:00:00,36.9,G
193432,2024-11-28T17:00:00,40.0,G
193457,2024-11-28T18:00:00,44.9,G
193482,2024-11-28T19:00:00,49.1,G
193506,2024-11-28T20:00:00,49.0,G
193530,2024-11-28T21:00:00,44.8,G
193554,2024-11-28T22:00:00,42.1,G
193579,2024-11-28T23:00:00,41.8,G
193603,2024-11-29T00:00:00,40.2,G
193627,2024-11-29T01:00:00,40.5,G
193651,2024-11-29T02:00:00,42.4,G
193676,2024-11-29T03:00:00,43.3,G
193701,2024-11-29T04:00:00,40.5,G
193726,2024-11-29T05:00:00,37.0,G
193751,2024-11-29T06:00:00,35.0,G
193776,2024-11-29T07:00:00,34.9,G
193801,2024-11-29T08:00:00,35.1,G
193826,2024-11-29T09:00:00,35.5,G
193851,2024-11-29T10:00:00,33.6,G
193876,2024-11-29T11:00:00,34.0,G
193901,2024-11-29T12:00:00,33.3,G
193926,2024-11-29T13:00:00,33.5,G
193951,2024-11-29T14:00:00,34.0,G
193976,2024-11-29T15:00:00,34.4,G
194001,2024-11-29T16:00:00,36.6,G
194026,2024-11-29T17:00:00,38.2,G
194051,2024-11-29T18:00:00,45.2,G
194076,2024-11-29T19:00:00,49.0,G
194101,2024-11-29T20:00:00,46.9,G
194126,2024-11-29T21:00:00,47.5,G
194151,2024-11-29T22:00:00,49.4,G
194176,2024-11-29T23:00:00,45.1,G
194201,2024-11-30T00:00:00,47.9,G
194226,2024-11-30T01:00:00,48.0,G
194251,2024-11-30T02:00:00,49.7,G
194276,2024-11-30T03:00:00,54.2,G
194301,2024-11-30T04:00:00,56.4,G
194325,2024-11-30T05:00:00,61.0,G
194349,2024-11-30T06:00:00,59.5,G
194373,2024-11-30T07:00:00,53.8,G
194397,2024-11-30T08:00:00,56.7,G
194421,2024-11-30T09:00:00,59.3,G
194445,2024-11-30T10:00:00,56.7,G
194469,2024-11-30T11:00:00,48.9,G
194493,2024-11-30T12:00:00,44.5,G
194517,2024-11-30T13:00:00,43.9,G
194541,2024-11-30T14:00:00,44.6,G
194565,2024-11-30T15:00:00,47.0,G
194589,2024-11-30T16:00:00,53.2,G
194613,2024-11-30T17:00:00,62.0,G
194637,2024-11-30T18:00:00,68.8,G
194661,2024-11-30T19:00:00,71.5,G
194685,2024-11-30T20:00:00,73.3,G
194709,2024-11-30T21:00:00,75.5,G
194733,2024-11-30T22:00:00,75.2,G
194757,2024-11-30T23:00:00,75.6,G
194781,2024-12-01T00:00:00,76.3,G
194805,2024-12-01T01:00:00,75.6,G
194829,2024-12-01T02:00:00,75.5,G
194853,2024-12-01T03:00:00,75.1,G
194877,2024-12-01T04:00:00,78.7,G
194901,2024-12-01T05:00:00,78.8,G
194925,2024-12-01T06:00:00,79.8,G
194949,2024-12-01T07:00:00,81.5,G
194972,2024-12-01T08:00:00,79.8,G
194995,2024-12-01T09:00:00,78.7,G
195018,2024-12-01T10:00:00,74.8,G
195041,2024-12-01T11:00:00,71.1,G
195064,2024-12-01T12:00:00,67.2,G
195087,2024-12-01T13:00:00,63.1,G
195110,2024-12-01T14:00:00,63.2,G
195134,2024-12-01T15:00:00,64.0,G
195158,2024-12-01T16:00:00,64.8,G
195182,2024-12-01T17:00:00,66.2,G
195206,2024-12-01T18:00:00,70.1,G
195230,2024-12-01T19:00:00,76.6,G
195254,2024-12-01T20:00:00,77.0,G
195278,2024-12-01T21:00:00,79.1,G
195302,2024-12-01T22:00:00,79.5,G
195326,2024-12-01T23:00:00,81.6,G
195350,2024-12-02T00:00:00,84.0,G
195374,2024-12-02T01:00:00,83.6,G
195398,2024-12-02T02:00:00,78.9,G
195422,2024-12-02T03:00:00,78.6,G
195446,2024-12-02T04:00:00,83.9,G
195470,2024-12-02T05:00:00,84.8,G
195494,2024-12-02T06:00:00,85.6,G
195518,2024-12-02T07:00:00,86.4,G
195542,2024-12-02T08:00:00,86.0,G
195566,2024-12-02T09:00:00,81.0,G
195590,2024-12-02T10:00:00,71.2,G
195614,2024-12-02T11:00:00,69.7,G
195638,2024-12-02T12:00:00,66.9,G
195662,2024-12-02T13:00:00,64.8,G
195686,2024-12-02T14:00:00,60.8,G
195711,2024-12-02T15:00:00,58.8,G
195736,2024-12-02T16:00:00,57.7,G
195760,2024-12-02T17:00:00,60.6,G
195784,2024-12-02T18:00:00,69.3,G
195808,2024-12-02T19:00:00,73.0,G
195832,2024-12-02T20:00:00,77.1,G
195856,2024-12-02T21:00:00,79.1,G
195880,2024-12-02T22:00:00,78.2,G
195904,2024-12-02T23:00:00,80.1,G
195928,2024-12-03T00:00:00,83.0,G
195952,2024-12-03T01:00:00,84.3,G
195976,2024-12-03T02:00:00,83.8,G
196000,2024-12-03T03:00:00,80.1,G
196024,2024-12-03T04:00:00,80.7,G
196048,2024-12-03T05:00:00,82.7,G
196072,2024-12-03T06:00:00,85.6,G
196096,2024-12-03T07:00:00,84.8,G
196120,2024-12-03T08:00:00,84.7,G
196144,2024-12-03T09:00:00,85.2,G
196168,2024-12-03T10:00:00,82.0,G
196192,2024-12-03T11:00:00,79.4,G
196217,2024-12-03T12:00:00,75.4,G
196242,2024-12-03T13:00:00,72.7,G
196267,2024-12-03T14:00:00,69.6,G
196292,2024-12-03T15:00:00,67.8,G
196316,2024-12-03T16:00:00,71.3,G
196340,2024-12-03T17:00:00,74.6,G
196364,2024-12-03T18:00:00,79.5,G
196388,2024-12-03T19:00:00,81.1,G
196412,2024-12-03T20:00:00,78.2,G
196436,2024-12-03T21:00:00,83.0,G
196460,2024-12-03T22:00:00,87.6,G
196484,2024-12-03T23:00:00,87.5,G
196508,2024-12-04T00:00:00,87.0,G
196532,2024-12-04T01:00:00,86.9,G
196556,2024-12-04T02:00:00,84.8,G
196580,2024-12-04T03:00:00,84.2,G
196604,2024-12-04T04:00:00,82.7,G
196628,2024-12-04T05:00:00,79.8,G
196652,2024-12-04T06:00:00,78.9,G
196676,2024-12-04T07:00:00,81.2,G
196700,2024-12-04T08:00:00,80.7,G
196724,2024-12-04T09:00:00,77.5,G
196748,2024-12-04T10:00:00,74.0,G
196772,2024-12-04T11:00:00,71.4,G
196796,2024-12-04T12:00:00,69.8,G
196821,2024-12-04T13:00:00,70.5,G
196846,2024-12-04T14:00:00,72.4,G
196872,2024-12-04T15:00:00,73.1,G
196898,2024-12-04T16:00:00,72.9,G
196924,2024-12-04T17:00:00,76.0,G
196950,2024-12-04T18:00:00,80.1,G
196976,2024-12-04T19:00:00,82.5,G
197002,2024-12-04T20:00:00,84.2,G
197028,2024-12-04T21:00:00,85.0,G
197054,2024-12-04T22:00:00,85.8,G
197080,2024-12-04T23:00:00,85.4,G
197106,2024-12-05T00:00:00,85.7,G
197132,2024-12-05T01:00:00,86.7,G
197158,2024-12-05T02:00:00,86.1,G
197184,2024-12-05T03:00:00,86.9,G
197210,2024-12-05T04:00:00,87.8,G
197236,2024-12-05T05:00:00,88.0,G
197262,2024-12-05T06:00:00,88.5,G
197288,2024-12-05T07:00:00,89.0,G
197314,2024-12-05T08:00:00,88.5,G
197340,2024-12-05T09:00:00,86.4,G
197366,2024-12-05T10:00:00,82.8,G
197392,2024-12-05T11:00:00,82.2,G
197418,2024-12-05T12:00:00,82.0,G
197444,2024-12-05T13:00:00,80.6,G
197470,2024-12-05T14:00:00,76.5,G
197497,2024-12-05T15:00:00,74.1,G
197524,2024-12-05T16:00:00,73.3,G
197551,2024-12-05T17:00:00,75.0,G
197578,2024-12-05T18:00:00,78.8,G
197605,2024-12-05T19:00:00,81.8,G
197632,2024-12-05T20:00:00,84.7,G
197659,2024-12-05T21:00:00,87.0,G
197686,2024-12-05T22:00:00,87.5,G
197713,2024-12-05T23:00:00,87.9,G
197740,2024-12-06T00:00:00,90.9,G
197767,2024-12-06T01:00:00,91.6,G
197794,2024-12-06T02:00:00,90.8,G
197821,2024-12-06T03:00:00,91.2,G
197848,2024-12-06T04:00:00,90.9,G
197875,2024-12-06T05:00:00,88.5,G
197902,2024-12-06T06:00:00,88.9,G
197929,2024-12-06T07:00:00,88.6,G
197956,2024-12-06T08:00:00,87.7,G
197983,2024-12-06T09:00:00,86.2,G
198010,2024-12-06T10:00:00,84.3,G
198037,2024-12-06T11:00:00,79.9,G
198064,2024-12-06T12:00:00,75.0,G
198090,2024-12-06T13:00:00,73.7,G
198116,2024-12-06T14:00:00,71.4,G
198142,2024-12-06T15:00:00,70.1,G
198168,2024-12-06T16:00:00,71.0,G
198194,2024-12-06T17:00:00,70.6,G
198220,2024-12-06T18:00:00,72.7,G
198246,2024-12-06T19:00:00,74.1,G
198272,2024-12-06T20:00:00,74.4,G
198298,2024-12-06T21:00:00,76.1,G
198324,2024-12-06T22:00:00,76.0,G
198349,2024-12-06T23:00:00,76.8,G
198374,2024-12-07T00:00:00,77.3,G
198399,2024-12-07T01:00:00,80.7,G
198424,2024-12-07T02:00:00,82.1,G
198449,2024-12-07T03:00:00,83.5,G
198475,2024-12-07T04:00:00,84.2,G
198500,2024-12-07T05:00:00,84.3,G
198525,2024-12-07T06:00:00,84.2,G
198550,2024-12-07T07:00:00,84.4,G
198575,2024-12-07T08:00:00,84.8,G
198600,2024-12-07T09:00:00,82.0,G
198625,2024-12-07T10:00:00,79.2,G
198650,2024-12-07T11:00:00,76.0,G
198675,2024-12-07T12:00:00,72.4,G
198700,2024-12-07T13:00:00,68.9,G
198724,2024-12-07T14:00:00,67.6,G
198748,2024-12-07T15:00:00,66.3,G
198772,2024-12-07T16:00:00,67.3,G
198796,2024-12-07T17:00:00,68.4,G
198820,2024-12-07T18:00:00,70.7,G
198844,2024-12-07T19:00:00,70.7,G
198868,2024-12-07T20:00:00,72.9,G
198892,2024-12-07T21:00:00,74.9,G
198916,2024-12-07T22:00:00,75.8,G
198940,2024-12-07T23:00:00,76.3,G
198964,2024-12-08T00:00:00,77.9,G
198988,2024-12-08T01:00:00,78.3,G
199012,2024-12-08T02:00:00,77.8,G
199036,2024-12-08T03:00:00,78.2,G
199060,2024-12-08T04:00:00,79.0,G
199084,2024-12-08T05:00:00,78.1,G
199108,2024-12-08T06:00:00,77.6,G
199132,2024-12-08T07:00:00,77.5,G
199156,2024-12-08T08:00:00,78.8,G
199180,2024-12-08T09:00:00,78.6,G
199204,2024-12-08T10:00:00,75.7,G
199228,2024-12-08T11:00:00,72.9,G
199252,2024-12-08T12:00:00,71.8,G
199276,2024-12-08T13:00:00,71.0,G
199300,2024-12-08T14:00:00,70.6,G
199324,2024-12-08T15:00:00,71.4,G
199347,2024-12-08T16:00:00,73.1,G
199370,2024-12-08T17:00:00,74.2,G
199393,2024-12-08T18:00:00,74.8,G
199416,2024-12-08T19:00:00,74.4,G
199439,2024-12-08T20:00:00,74.0,G
199462,2024-12-08T21:00:00,73.2,G
199485,2024-12-08T22:00:00,73.5,G
199508,2024-12-08T23:00:00,77.9,G
199531,2024-12-09T00:00:00,79.5,G
199554,2024-12-09T01:00:00,78.3,G
199578,2024-12-09T02:00:00,77.8,G
199602,2024-12-09T03:00:00,78.3,G
199626,2024-12-09T04:00:00,79.1,G
199650,2024-12-09T05:00:00,80.0,G
199674,2024-12-09T06:00:00,80.0,G
199698,2024-12-09T07:00:00,79.7,G
199722,2024-12-09T08:00:00,78.7,G
199746,2024-12-09T09:00:00,78.0,G
199770,2024-12-09T10:00:00,78.4,G
199794,2024-12-09T11:00:00,77.2,G
199818,2024-12-09T12:00:00,76.5,G
199842,2024-12-09T13:00:00,73.3,G
199866,2024-12-09T14:00:00,73.6,G
199891,2024-12-09T15:00:00,73.0,G
199915,2024-12-09T16:00:00,72.9,G
199939,2024-12-09T17:00:00,73.1,G
199963,2024-12-09T18:00:00,76.9,G
199987,2024-12-09T19:00:00,80.0,G
200011,2024-12-09T20:00:00,82.7,G
200035,2024-12-09T21:00:00,84.7,G
200059,2024-12-09T22:00:00,85.8,G
200083,2024-12-09T23:00:00,85.9,G
200107,2024-12-10T00:00:00,83.5,G
200131,2024-12-10T01:00:00,84.0,G
200155,2024-12-10T02:00:00,84.7,G
200179,2024-12-10T03:00:00,85.0,G
200203,2024-12-10T04:00:00,83.6,G
200227,2024-12-10T05:00:00,81.0,G
200251,2024-12-10T06:00:00,81.2,G
200275,2024-12-10T07:00:00,80.8,G
200299,2024-12-10T08:00:00,81.9,G
200324,2024-12-10T09:00:00,80.3,G
200349,2024-12-10T10:00:00,78.2,G
200374,2024-12-10T11:00:00,77.6,G
200399,2024-12-10T12:00:00,75.8,G
200424,2024-12-10T13:00:00,73.3,G
200449,2024-12-10T14:00:00,72.6,G
200474,2024-12-10T15:00:00,71.7,G
200499,2024-12-10T16:00:00,69.8,G
200524,2024-12-10T17:00:00,71.1,G
200549,2024-12-10T18:00:00,73.5,G
200574,2024-12-10T19:00:00,78.2,G
200599,2024-12-10T20:00:00,79.5,G
200624,2024-12-10T21:00:00,83.4,G
200649,2024-12-10T22:00:00,85.1,G
200674,2024-12-10T23:00:00,86.0,G
200699,2024-12-11T00:00:00,84.9,G
200724,2024-12-11T01:00:00,83.8,G
200749,2024-12-11T02:00:00,83.8,G
200774,2024-12-11T03:00:00,83.0,G
200799,2024-12-11T04:00:00,83.4,G
200824,2024-12-11T05:00:00,84.2,G
200849,2024-12-11T06:00:00,83.6,G
200874,2024-12-11T07:00:00,83.0,G
200899,2024-12-11T08:00:00,82.0,G
200924,2024-12-11T09:00:00,81.2,G
200949,2024-12-11T10:00:00,78.5,G
200974,2024-12-11T11:00:00,75.8,G
200999,2024-12-11T12:00:00,73.8,G
201024,2024-12-11T13:00:00,70.1,G
201049,2024-12-11T14:00:00,71.9,G
201074,2024-12-11T15:00:00,74.0,G
201099,2024-12-11T16:00:00,72.5,G
201124,2024-12-11T17:00:00,75.1,G
201149,2024-12-11T18:00:00,76.8,G
201174,2024-12-11T19:00:00,76.2,G
201199,2024-12-11T20:00:00,76.2,G
201224,2024-12-11T21:00:00,77.7,G
201249,2024-12-11T22:00:00,76.9,G
201274,2024-12-11T23:00:00,76.4,G
201298,2024-12-12T00:00:00,76.0,G
201322,2024-12-12T01:00:00,76.0,G
201346,2024-12-12T02:00:00,77.6,G
201370,2024-12-12T03:00:00,78.4,G
201394,2024-12-12T04:00:00,78.1,G
201417,2024-12-12T05:00:00,76.1,G
201440,2024-12-12T06:00:00,76.8,G
201463,2024-12-12T07:00:00,76.8,G
201488,2024-12-12T08:00:00,77.8,G
201513,2024-12-12T09:00:00,78.0,G
201538,2024-12-12T10:00:00,75.7,G
201563,2024-12-12T11:00:00,72.7,G
201588,2024-12-12T12:00:00,70.2,G
201613,2024-12-12T13:00:00,69.8,G
201638,2024-12-12T14:00:00,69.1,G
201663,2024-12-12T15:00:00,68.4,G
201688,2024-12-12T16:00:00,68.0,G
201712,2024-12-12T17:00:00,71.6,G
201736,2024-12-12T18:00:00,72.7,G
201760,2024-12-12T19:00:00,72.5,G
201784,2024-12-12T20:00:00,72.7,G
201808,2024-12-12T21:00:00,74.4,G
201832,2024-12-12T22:00:00,73.5,G
201856,2024-12-12T23:00:00,74.9,G
201880,2024-12-13T00:00:00,73.7,G
201904,2024-12-13T01:00:00,73.3,G
201928,2024-12-13T02:00:00,74.7,G
201952,2024-12-13T03:00:00,76.0,G
201976,2024-12-13T04:00:00,73.6,G
202000,2024-12-13T05:00:00,73.7,G
202024,2024-12-13T06:00:00,73.7,G
202048,2024-12-13T07:00:00,74.1,G
202073,2024-12-13T08:00:00,75.0,G
202098,2024-12-13T09:00:00,75.0,G
202123,2024-12-13T10:00:00,74.2,G
202148,2024-12-13T11:00:00,71.9,G
202173,2024-12-13T12:00:00,68.8,G
202198,2024-12-13T13:00:00,66.8,G
202223,2024-12-13T14:00:00,64.4,G
202248,2024-12-13T15:00:00,63.6,G
202273,2024-12-13T16:00:00,64.0,G
202298,2024-12-13T17:00:00,65.6,G
202323,2024-12-13T18:00:00,66.2,G
202348,2024-12-13T19:00:00,67.0,G
202373,2024-12-13T20:00:00,67.0,G
202398,2024-12-13T21:00:00,67.6,G
202423,2024-12-13T22:00:00,68.8,G
202448,2024-12-13T23:00:00,69.0,G
202473,2024-12-14T00:00:00,68.2,G
202498,2024-12-14T01:00:00,68.8,G
202523,2024-12-14T02:00:00,67.8,G
202548,2024-12-14T03:00:00,67.4,G
202573,2024-12-14T04:00:00,67.3,G
202597,2024-12-14T05:00:00,66.5,G
202621,2024-12-14T06:00:00,64.6,G
202645,2024-12-14T07:00:00,64.0,G
202669,2024-12-14T08:00:00,64.0,G
202692,2024-12-14T09:00:00,63.4,G
202715,2024-12-14T10:00:00,61.6,G
202738,2024-12-14T11:00:00,60.7,G
202761,2024-12-14T12:00:00,58.6,G
202784,2024-12-14T13:00:00,57.2,G
202807,2024-12-14T14:00:00,53.9,G
202830,2024-12-14T15:00:00,51.1,G
202854,2024-12-14T16:00:00,50.1,G
202878,2024-12-14T17:00:00,52.5,G
202902,2024-12-14T18:00:00,55.7,G
202925,2024-12-14T19:00:00,57.0,G
202948,2024-12-14T20:00:00,56.2,G
202971,2024-12-14T21:00:00,54.6,G
202994,2024-12-14T22:00:00,52.8,G
203016,2024-12-14T23:00:00,52.3,G
203038,2024-12-15T00:00:00,54.1,G
203060,2024-12-15T01:00:00,54.8,G
203082,2024-12-15T02:00:00,54.0,G
203104,2024-12-15T03:00:00,53.2,G
203127,2024-12-15T04:00:00,52.8,G
203150,2024-12-15T05:00:00,52.3,G
203173,2024-12-15T06:00:00,51.3,G
203196,2024-12-15T07:00:00,50.2,G
203219,2024-12-15T08:00:00,50.6,G
203242,2024-12-15T09:00:00,51.7,G
203265,2024-12-15T10:00:00,47.6,G
203288,2024-12-15T11:00:00,45.9,G
203311,2024-12-15T12:00:00,46.1,G
203334,2024-12-15T13:00:00,43.2,G
203357,2024-12-15T14:00:00,42.0,G
203380,2024-12-15T15:00:00,42.6,G
203403,2024-12-15T16:00:00,41.6,G
203426,2024-12-15T17:00:00,43.1,G
203449,2024-12-15T18:00:00,42.8,G
203472,2024-12-15T19:00:00,40.8,G
203495,2024-12-15T20:00:00,40.1,G
203518,2024-12-15T21:00:00,41.4,G
203541,2024-12-15T22:00:00,43.0,G
203564,2024-12-15T23:00:00,44.0,G
203587,2024-12-16T00:00:00,45.5,G
203610,2024-12-16T01:00:00,46.1,G
203633,2024-12-16T02:00:00,46.6,G
203656,2024-12-16T03:00:00,45.7,G
203679,2024-12-16T04:00:00,45.9,G
203702,2024-12-16T05:00:00,46.2,G
203725,2024-12-16T06:00:00,44.8,G
203748,2024-12-16T07:00:00,44.1,G
203771,2024-12-16T08:00:00,43.7,G
203794,2024-12-16T09:00:00,45.4,G
203819,2024-12-16T10:00:00,45.2,G
203843,2024-12-16T11:00:00,46.2,G
203867,2024-12-16T12:00:00,43.0,G
203891,2024-12-16T13:00:00,39.2,G
203916,2024-12-16T14:00:00,39.0,G
203941,2024-12-16T15:00:00,39.6,G
203966,2024-12-16T16:00:00,42.1,G
203991,2024-12-16T17:00:00,46.5,G
204016,2024-12-16T18:00:00,57.1,G
204041,2024-12-16T19:00:00,64.0,G
204066,2024-12-16T20:00:00,67.9,G
204091,2024-12-16T21:00:00,67.3,G
204116,2024-12-16T22:00:00,66.0,G
204140,2024-12-16T23:00:00,64.9,G
204164,2024-12-17T00:00:00,66.6,G
204188,2024-12-17T01:00:00,67.2,G
204213,2024-12-17T02:00:00,66.6,G
204238,2024-12-17T03:00:00,64.5,G
204263,2024-12-17T04:00:00,66.0,G
204287,2024-12-17T05:00:00,71.6,G
204311,2024-12-17T06:00:00,74.6,G
204335,2024-12-17T07:00:00,74.2,G
204361,2024-12-17T08:00:00,74.0,G
204387,2024-12-17T09:00:00,73.9,G
204413,2024-12-17T10:00:00,69.7,G
204439,2024-12-17T11:00:00,61.0,G
204465,2024-12-17T12:00:00,52.4,G
204490,2024-12-17T13:00:00,53.3,G
204515,2024-12-17T14:00:00,49.5,G
204540,2024-12-17T15:00:00,47.5,G
204565,2024-12-17T16:00:00,47.5,G
204589,2024-12-17T17:00:00,54.3,G
204613,2024-12-17T18:00:00,67.8,G
204637,2024-12-17T19:00:00,73.7,G
204661,2024-12-17T20:00:00,76.2,G
204685,2024-12-17T21:00:00,78.0,G
204709,2024-12-17T22:00:00,69.8,G
204733,2024-12-17T23:00:00,69.1,G
204757,2024-12-18T00:00:00,66.7,G
204781,2024-12-18T01:00:00,68.5,G
204805,2024-12-18T02:00:00,72.9,G
204829,2024-12-18T03:00:00,76.3,G
204854,2024-12-18T04:00:00,76.3,G
204879,2024-12-18T05:00:00,74.3,G
204904,2024-12-18T06:00:00,69.7,G
204929,2024-12-18T07:00:00,63.5,G
204954,2024-12-18T08:00:00,59.6,G
204979,2024-12-18T09:00:00,56.9,G
205004,2024-12-18T10:00:00,55.9,G
205030,2024-12-18T11:00:00,54.0,G
205056,2024-12-18T12:00:00,50.6,G
205082,2024-12-18T13:00:00,47.5,G
205108,2024-12-18T14:00:00,47.1,G
205134,2024-12-18T15:00:00,43.6,G
205160,2024-12-18T16:00:00,41.8,G
205186,2024-12-18T17:00:00,45.3,G
205212,2024-12-18T18:00:00,44.9,G
205237,2024-12-18T19:00:00,39.7,G
205262,2024-12-18T20:00:00,39.8,G
205287,2024-12-18T21:00:00,40.5,G
205312,2024-12-18T22:00:00,43.2,G
205337,2024-12-18T23:00:00,45.0,G
205362,2024-12-19T00:00:00,45.0,G
205386,2024-12-19T01:00:00,45.5,G
205410,2024-12-19T02:00:00,47.2,G
205434,2024-12-19T03:00:00,48.9,G
205458,2024-12-19T04:00:00,50.1,G
205482,2024-12-19T05:00:00,49.8,G
205506,2024-12-19T06:00:00,49.7,G
205530,2024-12-19T07:00:00,51.6,G
205554,2024-12-19T08:00:00,51.1,G
205578,2024-12-19T09:00:00,52.5,G
205602,2024-12-19T10:00:00,51.3,G
205627,2024-12-19T11:00:00,49.1,G
205652,2024-12-19T12:00:00,47.7,G
205677,2024-12-19T13:00:00,47.5,G
205702,2024-12-19T14:00:00,45.3,G
205727,2024-12-19T15:00:00,43.8,G
205752,2024-12-19T16:00:00,43.7,G
205777,2024-12-19T17:00:00,45.3,G
205802,2024-12-19T18:00:00,48.3,G
205827,2024-12-19T19:00:00,51.6,G
205852,2024-12-19T20:00:00,50.4,G
205877,2024-12-19T21:00:00,48.6,G
205902,2024-12-19T22:00:00,47.3,G
205927,2024-12-19T23:00:00,48.8,G
205951,2024-12-20T00:00:00,51.7,G
205975,2024-12-20T01:00:00,53.5,G
205999,2024-12-20T02:00:00,56.3,G
206023,2024-12-20T03:00:00,57.1,G
206047,2024-12-20T04:00:00,57.7,G
206071,2024-12-20T05:00:00,58.2,G
206095,2024-12-20T06:00:00,57.0,G
206120,2024-12-20T07:00:00,55.6,G
206145,2024-12-20T08:00:00,54.3,G
206170,2024-12-20T09:00:00,56.4,G
206195,2024-12-20T10:00:00,53.8,G
206219,2024-12-20T11:00:00,48.0,G
206244,2024-12-20T12:00:00,45.6,G
206269,2024-12-20T13:00:00,42.4,G
206294,2024-12-20T14:00:00,41.0,G
206319,2024-12-20T15:00:00,44.0,G
206343,2024-12-20T16:00:00,48.6,G
206368,2024-12-20T17:00:00,53.7,G
206393,2024-12-20T18:00:00,45.3,G
206418,2024-12-20T19:00:00,51.8,G
206443,2024-12-20T20:00:00,55.0,G
206468,2024-12-20T21:00:00,57.5,G
206493,2024-12-20T22:00:00,54.3,G
206518,2024-12-20T23:00:00,53.2,G
206543,2024-12-21T00:00:00,52.8,G
206567,2024-12-21T01:00:00,54.1,G
206591,2024-12-21T02:00:00,55.2,G
206615,2024-12-21T03:00:00,57.4,G
206639,2024-12-21T04:00:00,60.7,G
206663,2024-12-21T05:00:00,62.4,G
206687,2024-12-21T06:00:00,59.6,G
206712,2024-12-21T07:00:00,61.0,G
206737,2024-12-21T08:00:00,57.8,G
206762,2024-12-21T09:00:00,56.3,G
206787,2024-12-21T10:00:00,51.8,G
206812,2024-12-21T11:00:00,47.4,G
206837,2024-12-21T12:00:00,43.1,G
206862,2024-12-21T13:00:00,40.1,G
206887,2024-12-21T14:00:00,38.4,G
206912,2024-12-21T15:00:00,36.8,G
206937,2024-12-21T16:00:00,35.5,G
206962,2024-12-21T17:00:00,37.4,G
206987,2024-12-21T18:00:00,41.1,G
207012,2024-12-21T19:00:00,43.4,G
207037,2024-12-21T20:00:00,43.4,G
207062,2024-12-21T21:00:00,44.5,G
207087,2024-12-21T22:00:00,46.0,G
207112,2024-12-21T23:00:00,49.0,G
207137,2024-12-22T00:00:00,50.3,G
207162,2024-12-22T01:00:00,50.7,G
207187,2024-12-22T02:00:00,52.4,G
207212,2024-12-22T03:00:00,53.4,G
207237,2024-12-22T04:00:00,54.6,G
207261,2024-12-22T05:00:00,52.7,G
207285,2024-12-22T06:00:00,54.4,G
207309,2024-12-22T07:00:00,54.5,G
207333,2024-12-22T08:00:00,55.3,G
207357,2024-12-22T09:00:00,54.9,G
207381,2024-12-22T10:00:00,53.8,G
207405,2024-12-22T11:00:00,53.2,G
207429,2024-12-22T12:00:00,50.1,G
207453,2024-12-22T13:00:00,48.6,G
207478,2024-12-22T14:00:00,48.8,G
207503,2024-12-22T15:00:00,46.9,G
207528,2024-12-22T16:00:00,45.6,G
207553,2024-12-22T17:00:00,49.1,G
207578,2024-12-22T18:00:00,56.6,G
207603,2024-12-22T19:00:00,63.8,G
207628,2024-12-22T20:00:00,63.5,G
207653,2024-12-22T21:00:00,64.7,G
207678,2024-12-22T22:00:00,67.8,G
207703,2024-12-22T23:00:00,66.0,G
207728,2024-12-23T00:00:00,58.6,G
207753,2024-12-23T01:00:00,60.3,G
207778,2024-12-23T02:00:00,64.3,G
207803,2024-12-23T03:00:00,68.2,G
207828,2024-12-23T04:00:00,69.0,G
207853,2024-12-23T05:00:00,68.7,G
207878,2024-12-23T06:00:00,67.5,G
207903,2024-12-23T07:00:00,65.2,G
207928,2024-12-23T08:00:00,63.3,G
207953,2024-12-23T09:00:00,61.5,G
207978,2024-12-23T10:00:00,60.7,G
208003,2024-12-23T11:00:00,60.0,G
208028,2024-12-23T12:00:00,60.4,G
208053,2024-12-23T13:00:00,61.3,G
208078,2024-12-23T14:00:00,60.2,G
208103,2024-12-23T15:00:00,58.9,G
208128,2024-12-23T16:00:00,58.7,G
208153,2024-12-23T17:00:00,59.2,G
208178,2024-12-23T18:00:00,61.3,G
208203,2024-12-23T19:00:00,60.1,G
208228,2024-12-23T20:00:00,60.8,G
208253,2024-12-23T21:00:00,61.6,G
208278,2024-12-23T22:00:00,63.0,G
208303,2024-12-23T23:00:00,63.8,G
208328,2024-12-24T00:00:00,64.2,G
208353,2024-12-24T01:00:00,63.4,G
208378,2024-12-24T02:00:00,63.7,G
208403,2024-12-24T03:00:00,62.6,G
208428,2024-12-24T04:00:00,61.5,G
208453,2024-12-24T05:00:00,62.0,G
