,obstime,Relative Humidity in %,qcscore
170937,2024-10-18T00:00:00,87.6,G
170962,2024-10-18T01:00:00,88.0,G
170987,2024-10-18T02:00:00,88.2,G
171012,2024-10-18T03:00:00,88.0,G
171037,2024-10-18T04:00:00,88.7,G
171062,2024-10-18T05:00:00,88.5,G
171087,2024-10-18T06:00:00,88.7,G
171112,2024-10-18T07:00:00,88.8,G
171137,2024-10-18T08:00:00,89.2,G
171162,2024-10-18T09:00:00,88.6,G
171186,2024-10-18T10:00:00,86.0,G
171210,2024-10-18T11:00:00,83.9,G
171234,2024-10-18T12:00:00,82.7,G
171258,2024-10-18T13:00:00,81.5,G
171282,2024-10-18T14:00:00,79.2,G
171306,2024-10-18T15:00:00,78.9,G
171330,2024-10-18T16:00:00,81.0,G
171354,2024-10-18T17:00:00,79.3,G
171378,2024-10-18T18:00:00,83.4,G
171402,2024-10-18T19:00:00,84.5,G
171426,2024-10-18T20:00:00,84.8,G
171450,2024-10-18T21:00:00,85.0,G
171474,2024-10-18T22:00:00,85.5,G
171498,2024-10-18T23:00:00,87.2,G
171522,2024-10-19T00:00:00,89.2,G
171546,2024-10-19T01:00:00,91.0,G
171570,2024-10-19T02:00:00,90.7,G
171594,2024-10-19T03:00:00,86.5,G
171618,2024-10-19T04:00:00,86.8,G
171642,2024-10-19T05:00:00,88.2,G
171666,2024-10-19T06:00:00,90.4,G
171690,2024-10-19T07:00:00,90.7,G
171714,2024-10-19T08:00:00,90.8,G
171738,2024-10-19T09:00:00,88.2,G
171762,2024-10-19T10:00:00,79.4,G
171786,2024-10-19T11:00:00,73.5,G
171810,2024-10-19T12:00:00,70.2,G
171834,2024-10-19T13:00:00,66.5,G
171858,2024-10-19T14:00:00,66.1,G
171882,2024-10-19T15:00:00,69.8,G
171906,2024-10-19T16:00:00,77.5,G
171930,2024-10-19T17:00:00,79.7,G
171954,2024-10-19T18:00:00,81.2,G
171978,2024-10-19T19:00:00,80.6,G
172002,2024-10-19T20:00:00,83.3,G
172026,2024-10-19T21:00:00,86.0,G
172050,2024-10-19T22:00:00,87.9,G
172075,2024-10-19T23:00:00,87.5,G
172100,2024-10-20T00:00:00,88.0,G
172125,2024-10-20T01:00:00,89.3,G
172149,2024-10-20T02:00:00,90.5,G
172173,2024-10-20T03:00:00,91.4,G
172197,2024-10-20T04:00:00,90.5,G
172221,2024-10-20T05:00:00,91.0,G
172245,2024-10-20T06:00:00,91.5,G
172269,2024-10-20T07:00:00,90.6,G
172293,2024-10-20T08:00:00,89.7,G
172317,2024-10-20T09:00:00,88.2,G
172341,2024-10-20T10:00:00,85.5,G
172365,2024-10-20T11:00:00,83.6,G
172389,2024-10-20T12:00:00,82.0,G
172413,2024-10-20T13:00:00,81.9,G
172437,2024-10-20T14:00:00,81.6,G
172461,2024-10-20T15:00:00,79.6,G
172485,2024-10-20T16:00:00,80.9,G
172509,2024-10-20T17:00:00,81.1,G
172532,2024-10-20T18:00:00,83.5,G
172555,2024-10-20T19:00:00,86.1,G
172578,2024-10-20T20:00:00,87.9,G
172601,2024-10-20T21:00:00,89.1,G
172624,2024-10-20T22:00:00,89.7,G
172647,2024-10-20T23:00:00,90.0,G
172670,2024-10-21T00:00:00,89.6,G
172693,2024-10-21T01:00:00,89.0,G
172716,2024-10-21T02:00:00,89.0,G
172739,2024-10-21T03:00:00,89.6,G
172762,2024-10-21T04:00:00,90.0,G
172785,2024-10-21T05:00:00,90.0,G
172807,2024-10-21T06:00:00,90.3,G
172829,2024-10-21T07:00:00,90.0,G
172851,2024-10-21T08:00:00,88.7,G
172874,2024-10-21T09:00:00,85.3,G
172897,2024-10-21T10:00:00,83.8,G
172920,2024-10-21T11:00:00,81.4,G
172943,2024-10-21T12:00:00,76.9,G
172966,2024-10-21T13:00:00,73.7,G
172990,2024-10-21T14:00:00,72.5,G
173015,2024-10-21T15:00:00,75.0,G
173040,2024-10-21T16:00:00,76.6,G
173065,2024-10-21T17:00:00,80.5,G
173090,2024-10-21T18:00:00,84.4,G
173115,2024-10-21T19:00:00,85.6,G
173140,2024-10-21T20:00:00,87.0,G
173165,2024-10-21T21:00:00,88.0,G
173190,2024-10-21T22:00:00,88.6,G
173215,2024-10-21T23:00:00,89.0,G
173240,2024-10-22T00:00:00,89.0,G
173265,2024-10-22T01:00:00,89.3,G
173290,2024-10-22T02:00:00,89.4,G
173315,2024-10-22T03:00:00,90.3,G
173339,2024-10-22T04:00:00,90.6,G
173363,2024-10-22T05:00:00,91.0,G
173387,2024-10-22T06:00:00,91.1,G
173411,2024-10-22T07:00:00,89.7,G
173435,2024-10-22T08:00:00,87.5,G
173459,2024-10-22T09:00:00,82.1,G
173483,2024-10-22T10:00:00,76.7,G
173506,2024-10-22T11:00:00,72.8,G
173528,2024-10-22T12:00:00,69.9,G
173550,2024-10-22T13:00:00,65.2,G
173573,2024-10-22T14:00:00,61.2,G
173596,2024-10-22T15:00:00,61.0,G
173619,2024-10-22T16:00:00,60.2,G
173643,2024-10-22T17:00:00,62.4,G
173667,2024-10-22T18:00:00,67.3,G
173691,2024-10-22T19:00:00,67.7,G
173715,2024-10-22T20:00:00,65.8,G
173739,2024-10-22T21:00:00,63.3,G
173763,2024-10-22T22:00:00,65.0,G
173787,2024-10-22T23:00:00,68.5,G
173811,2024-10-23T00:00:00,71.3,G
173835,2024-10-23T01:00:00,72.7,G
173859,2024-10-23T02:00:00,73.7,G
173883,2024-10-23T03:00:00,74.0,G
173907,2024-10-23T04:00:00,75.0,G
173931,2024-10-23T05:00:00,75.5,G
173955,2024-10-23T06:00:00,75.0,G
173979,2024-10-23T07:00:00,75.2,G
174003,2024-10-23T08:00:00,74.6,G
174027,2024-10-23T09:00:00,73.5,G
174051,2024-10-23T10:00:00,69.7,G
174074,2024-10-23T11:00:00,67.3,G
174097,2024-10-23T12:00:00,67.4,G
174120,2024-10-23T13:00:00,68.2,G
174144,2024-10-23T14:00:00,67.9,G
174167,2024-10-23T15:00:00,66.4,G
174190,2024-10-23T16:00:00,67.4,G
174213,2024-10-23T17:00:00,67.0,G
174236,2024-10-23T18:00:00,68.2,G
174259,2024-10-23T19:00:00,70.1,G
174282,2024-10-23T20:00:00,69.7,G
174305,2024-10-23T21:00:00,66.0,G
174328,2024-10-23T22:00:00,65.2,G
174351,2024-10-23T23:00:00,65.5,G
174374,2024-10-24T00:00:00,66.0,G
174397,2024-10-24T01:00:00,66.0,G
174420,2024-10-24T02:00:00,65.5,G
174442,2024-10-24T03:00:00,64.4,G
174464,2024-10-24T04:00:00,63.9,G
174486,2024-10-24T05:00:00,62.8,G
174508,2024-10-24T06:00:00,61.2,G
174530,2024-10-24T07:00:00,59.2,G
174552,2024-10-24T08:00:00,58.6,G
174574,2024-10-24T09:00:00,57.2,G
174596,2024-10-24T10:00:00,55.6,G
174618,2024-10-24T11:00:00,54.3,G
174640,2024-10-24T12:00:00,53.0,G
174661,2024-10-24T13:00:00,48.1,G
174683,2024-10-24T14:00:00,43.1,G
174706,2024-10-24T15:00:00,41.2,G
174729,2024-10-24T16:00:00,41.8,G
174752,2024-10-24T17:00:00,42.4,G
174775,2024-10-24T18:00:00,41.6,G
174798,2024-10-24T19:00:00,43.1,G
174821,2024-10-24T20:00:00,44.6,G
174844,2024-10-24T21:00:00,46.0,G
174867,2024-10-24T22:00:00,45.5,G
174890,2024-10-24T23:00:00,45.6,G
174913,2024-10-25T00:00:00,47.0,G
174935,2024-10-25T01:00:00,47.2,G
174956,2024-10-25T02:00:00,48.6,G
174977,2024-10-25T03:00:00,50.0,G
174998,2024-10-25T04:00:00,50.8,G
175019,2024-10-25T05:00:00,51.8,G
175040,2024-10-25T06:00:00,53.8,G
175062,2024-10-25T07:00:00,54.3,G
175085,2024-10-25T08:00:00,55.9,G
175108,2024-10-25T09:00:00,55.4,G
175131,2024-10-25T10:00:00,54.4,G
175154,2024-10-25T11:00:00,52.8,G
175177,2024-10-25T12:00:00,54.0,G
175200,2024-10-25T13:00:00,53.9,G
175224,2024-10-25T14:00:00,54.1,G
175249,2024-10-25T15:00:00,55.9,G
175274,2024-10-25T16:00:00,56.6,G
175299,2024-10-25T17:00:00,57.9,G
175324,2024-10-25T18:00:00,60.7,G
175349,2024-10-25T19:00:00,61.1,G
175374,2024-10-25T20:00:00,62.2,G
175399,2024-10-25T21:00:00,63.1,G
175424,2024-10-25T22:00:00,62.9,M
179153,2024-11-01T23:00:00,73.8,G
179175,2024-11-02T00:00:00,74.3,G
179197,2024-11-02T01:00:00,75.0,G
179219,2024-11-02T02:00:00,75.5,G
179241,2024-11-02T03:00:00,76.0,G
179262,2024-11-02T04:00:00,76.9,G
179283,2024-11-02T05:00:00,77.0,G
179304,2024-11-02T06:00:00,77.7,G
179325,2024-11-02T07:00:00,77.1,G
179346,2024-11-02T08:00:00,78.0,G
179367,2024-11-02T09:00:00,76.7,G
179388,2024-11-02T10:00:00,75.3,G
179409,2024-11-02T11:00:00,73.6,G
179430,2024-11-02T12:00:00,72.2,G
179451,2024-11-02T13:00:00,73.6,G
179472,2024-11-02T14:00:00,73.2,G
179493,2024-11-02T15:00:00,71.7,G
179515,2024-11-02T16:00:00,70.1,G
179537,2024-11-02T17:00:00,68.7,G
179559,2024-11-02T18:00:00,72.0,G
179581,2024-11-02T19:00:00,72.8,G
179603,2024-11-02T20:00:00,72.7,G
179625,2024-11-02T21:00:00,74.7,G
179646,2024-11-02T22:00:00,77.1,G
179667,2024-11-02T23:00:00,79.5,G
179688,2024-11-03T00:00:00,82.3,G
179709,2024-11-03T01:00:00,85.6,G
179730,2024-11-03T02:00:00,85.5,G
179751,2024-11-03T03:00:00,84.0,G
179772,2024-11-03T04:00:00,82.8,G
179793,2024-11-03T05:00:00,83.5,G
179814,2024-11-03T06:00:00,84.8,G
179835,2024-11-03T07:00:00,85.0,G
179856,2024-11-03T08:00:00,85.0,G
179877,2024-11-03T09:00:00,84.9,G
179898,2024-11-03T10:00:00,83.0,G
179919,2024-11-03T11:00:00,81.4,G
179940,2024-11-03T12:00:00,79.5,G
179962,2024-11-03T13:00:00,76.8,G
179984,2024-11-03T14:00:00,75.4,G
180006,2024-11-03T15:00:00,74.8,G
180028,2024-11-03T16:00:00,75.8,G
180050,2024-11-03T17:00:00,77.0,G
180071,2024-11-03T18:00:00,79.7,G
180092,2024-11-03T19:00:00,83.1,G
180113,2024-11-03T20:00:00,85.0,G
180134,2024-11-03T21:00:00,86.2,G
180155,2024-11-03T22:00:00,87.0,G
180177,2024-11-03T23:00:00,87.0,G
180199,2024-11-04T00:00:00,87.2,G
180221,2024-11-04T01:00:00,88.0,G
180243,2024-11-04T02:00:00,88.9,G
180264,2024-11-04T03:00:00,90.0,G
180285,2024-11-04T04:00:00,91.2,G
180306,2024-11-04T05:00:00,91.2,G
180327,2024-11-04T06:00:00,91.0,G
180349,2024-11-04T07:00:00,92.0,G
180371,2024-11-04T08:00:00,90.8,G
180393,2024-11-04T09:00:00,87.2,G
180416,2024-11-04T10:00:00,84.0,G
180439,2024-11-04T11:00:00,82.5,G
180462,2024-11-04T12:00:00,79.9,G
180486,2024-11-04T13:00:00,77.3,G
180509,2024-11-04T14:00:00,74.7,G
180532,2024-11-04T15:00:00,72.9,G
180555,2024-11-04T16:00:00,77.6,G
180579,2024-11-04T17:00:00,77.4,G
180603,2024-11-04T18:00:00,81.6,G
180627,2024-11-04T19:00:00,84.4,G
180651,2024-11-04T20:00:00,85.7,G
180675,2024-11-04T21:00:00,86.0,G
180699,2024-11-04T22:00:00,86.0,G
180723,2024-11-04T23:00:00,85.5,G
180748,2024-11-05T00:00:00,86.5,G
180773,2024-11-05T01:00:00,91.6,G
180798,2024-11-05T02:00:00,93.7,G
180823,2024-11-05T03:00:00,93.9,G
180848,2024-11-05T04:00:00,93.0,G
180873,2024-11-05T05:00:00,90.5,G
180898,2024-11-05T06:00:00,88.8,G
180923,2024-11-05T07:00:00,88.6,G
180948,2024-11-05T08:00:00,85.5,G
180973,2024-11-05T09:00:00,81.8,G
180998,2024-11-05T10:00:00,77.6,G
181023,2024-11-05T11:00:00,73.5,G
181047,2024-11-05T12:00:00,71.6,G
181072,2024-11-05T13:00:00,70.4,G
181097,2024-11-05T14:00:00,68.6,G
181123,2024-11-05T15:00:00,66.0,G
181149,2024-11-05T16:00:00,66.7,G
181175,2024-11-05T17:00:00,69.0,G
181201,2024-11-05T18:00:00,70.2,G
181225,2024-11-05T19:00:00,70.1,G
181249,2024-11-05T20:00:00,70.6,G
181273,2024-11-05T21:00:00,71.4,G
181297,2024-11-05T22:00:00,72.5,G
181320,2024-11-05T23:00:00,73.0,G
181343,2024-11-06T00:00:00,73.3,G
181366,2024-11-06T01:00:00,73.5,G
181389,2024-11-06T02:00:00,71.9,G
181412,2024-11-06T03:00:00,71.3,G
181436,2024-11-06T04:00:00,70.8,G
181460,2024-11-06T05:00:00,70.7,G
181484,2024-11-06T06:00:00,72.1,G
181508,2024-11-06T07:00:00,73.0,G
181532,2024-11-06T08:00:00,73.2,G
181556,2024-11-06T09:00:00,72.8,G
181581,2024-11-06T10:00:00,71.4,G
181606,2024-11-06T11:00:00,70.0,G
181631,2024-11-06T12:00:00,65.9,G
181656,2024-11-06T13:00:00,65.0,G
181681,2024-11-06T14:00:00,63.2,G
181706,2024-11-06T15:00:00,61.5,G
181731,2024-11-06T16:00:00,65.8,G
181756,2024-11-06T17:00:00,70.7,G
181781,2024-11-06T18:00:00,74.8,G
181806,2024-11-06T19:00:00,78.5,G
181830,2024-11-06T20:00:00,81.6,G
181854,2024-11-06T21:00:00,83.9,G
181878,2024-11-06T22:00:00,85.0,G
181902,2024-11-06T23:00:00,84.7,G
181926,2024-11-07T00:00:00,83.3,G
181950,2024-11-07T01:00:00,85.7,G
181974,2024-11-07T02:00:00,85.5,G
181998,2024-11-07T03:00:00,82.4,G
182022,2024-11-07T04:00:00,73.0,G
182046,2024-11-07T05:00:00,69.9,G
182070,2024-11-07T06:00:00,67.7,G
182093,2024-11-07T07:00:00,67.0,G
182116,2024-11-07T08:00:00,67.6,G
182140,2024-11-07T09:00:00,66.8,G
182164,2024-11-07T10:00:00,62.9,G
182188,2024-11-07T11:00:00,55.2,G
182212,2024-11-07T12:00:00,51.3,G
182236,2024-11-07T13:00:00,47.6,G
182260,2024-11-07T14:00:00,45.8,G
182284,2024-11-07T15:00:00,45.1,G
182308,2024-11-07T16:00:00,47.4,G
182332,2024-11-07T17:00:00,49.5,G
182355,2024-11-07T18:00:00,61.8,G
182379,2024-11-07T19:00:00,67.6,G
182403,2024-11-07T20:00:00,72.2,G
182427,2024-11-07T21:00:00,74.4,G
182451,2024-11-07T22:00:00,76.9,G
182474,2024-11-07T23:00:00,80.2,G
182497,2024-11-08T00:00:00,73.9,G
182520,2024-11-08T01:00:00,59.7,G
182543,2024-11-08T02:00:00,60.3,G
182565,2024-11-08T03:00:00,61.2,G
182588,2024-11-08T04:00:00,59.0,G
182611,2024-11-08T05:00:00,57.9,G
182634,2024-11-08T06:00:00,60.6,G
182657,2024-11-08T07:00:00,62.0,G
182680,2024-11-08T08:00:00,60.6,G
182704,2024-11-08T09:00:00,60.7,G
182728,2024-11-08T10:00:00,58.5,G
182752,2024-11-08T11:00:00,55.8,G
182775,2024-11-08T12:00:00,55.1,G
182798,2024-11-08T13:00:00,53.5,G
182821,2024-11-08T14:00:00,52.1,G
182844,2024-11-08T15:00:00,52.7,G
182867,2024-11-08T16:00:00,52.6,G
182890,2024-11-08T17:00:00,54.0,G
182912,2024-11-08T18:00:00,58.5,G
182934,2024-11-08T19:00:00,60.8,G
182955,2024-11-08T20:00:00,57.1,G
182976,2024-11-08T21:00:00,57.0,G
182997,2024-11-08T22:00:00,60.1,G
183018,2024-11-08T23:00:00,59.8,G
183039,2024-11-09T00:00:00,60.5,G
183060,2024-11-09T01:00:00,61.7,G
183081,2024-11-09T02:00:00,63.7,G
183102,2024-11-09T03:00:00,66.1,G
183123,2024-11-09T04:00:00,63.2,G
183144,2024-11-09T05:00:00,63.9,G
183165,2024-11-09T06:00:00,64.1,G
183186,2024-11-09T07:00:00,66.5,G
183208,2024-11-09T08:00:00,68.5,G
183230,2024-11-09T09:00:00,71.5,G
183252,2024-11-09T10:00:00,74.9,G
183274,2024-11-09T11:00:00,69.3,G
183296,2024-11-09T12:00:00,67.2,G
183318,2024-11-09T13:00:00,64.5,G
183340,2024-11-09T14:00:00,64.1,G
183362,2024-11-09T15:00:00,66.2,G
183384,2024-11-09T16:00:00,69.6,G
183406,2024-11-09T17:00:00,72.2,G
183428,2024-11-09T18:00:00,79.5,G
183450,2024-11-09T19:00:00,85.3,G
183472,2024-11-09T20:00:00,87.0,G
183494,2024-11-09T21:00:00,86.5,G
183516,2024-11-09T22:00:00,85.3,G
183538,2024-11-09T23:00:00,85.2,G
183559,2024-11-10T00:00:00,83.9,G
183580,2024-11-10T01:00:00,89.4,G
183601,2024-11-10T02:00:00,92.0,G
183622,2024-11-10T03:00:00,92.9,G
183643,2024-11-10T04:00:00,92.1,G
183663,2024-11-10T05:00:00,92.0,G
183683,2024-11-10T06:00:00,92.1,G
183703,2024-11-10T07:00:00,89.1,G
183723,2024-11-10T08:00:00,87.9,G
183743,2024-11-10T09:00:00,87.0,G
183763,2024-11-10T10:00:00,86.4,G
183783,2024-11-10T11:00:00,84.4,G
183803,2024-11-10T12:00:00,83.8,G
183823,2024-11-10T13:00:00,83.2,G
183843,2024-11-10T14:00:00,81.6,G
183863,2024-11-10T15:00:00,81.7,G
183884,2024-11-10T16:00:00,82.0,G
183905,2024-11-10T17:00:00,82.7,G
183926,2024-11-10T18:00:00,83.8,G
183947,2024-11-10T19:00:00,83.2,G
183968,2024-11-10T20:00:00,82.9,G
183989,2024-11-10T21:00:00,83.5,G
184010,2024-11-10T22:00:00,85.1,G
184031,2024-11-10T23:00:00,86.8,G
184052,2024-11-11T00:00:00,87.5,G
184073,2024-11-11T01:00:00,87.0,G
184094,2024-11-11T02:00:00,87.7,G
184115,2024-11-11T03:00:00,86.3,G
184136,2024-11-11T04:00:00,85.6,G
184157,2024-11-11T05:00:00,85.1,G
184178,2024-11-11T06:00:00,83.8,G
184199,2024-11-11T07:00:00,83.1,G
184220,2024-11-11T08:00:00,82.6,G
184241,2024-11-11T09:00:00,83.0,G
184263,2024-11-11T10:00:00,84.0,G
184285,2024-11-11T11:00:00,84.3,G
184308,2024-11-11T12:00:00,84.1,G
184331,2024-11-11T13:00:00,82.8,G
184354,2024-11-11T14:00:00,82.0,G
184377,2024-11-11T15:00:00,80.7,G
184400,2024-11-11T16:00:00,82.0,G
184422,2024-11-11T17:00:00,84.0,G
184444,2024-11-11T18:00:00,85.5,G
184466,2024-11-11T19:00:00,87.6,G
184487,2024-11-11T20:00:00,89.0,G
184508,2024-11-11T21:00:00,90.0,G
184529,2024-11-11T22:00:00,91.0,G
184550,2024-11-11T23:00:00,91.0,G
184571,2024-11-12T00:00:00,91.0,G
184592,2024-11-12T01:00:00,91.2,G
184613,2024-11-12T02:00:00,92.1,G
184634,2024-11-12T03:00:00,93.0,G
184655,2024-11-12T04:00:00,93.9,G
184676,2024-11-12T05:00:00,94.0,G
184697,2024-11-12T06:00:00,93.7,G
184718,2024-11-12T07:00:00,93.9,G
184739,2024-11-12T08:00:00,91.5,G
184760,2024-11-12T09:00:00,88.0,G
184781,2024-11-12T10:00:00,80.8,G
184801,2024-11-12T11:00:00,76.7,G
184822,2024-11-12T12:00:00,73.3,G
184843,2024-11-12T13:00:00,71.6,G
184865,2024-11-12T14:00:00,68.8,G
184887,2024-11-12T15:00:00,69.7,G
184909,2024-11-12T16:00:00,73.9,G
184931,2024-11-12T17:00:00,78.6,G
184953,2024-11-12T18:00:00,83.1,G
184974,2024-11-12T19:00:00,85.9,G
184995,2024-11-12T20:00:00,87.3,G
185016,2024-11-12T21:00:00,87.8,G
185038,2024-11-12T22:00:00,86.4,G
185060,2024-11-12T23:00:00,84.1,G
185082,2024-11-13T00:00:00,86.7,G
185103,2024-11-13T01:00:00,89.1,G
185124,2024-11-13T02:00:00,88.3,G
185145,2024-11-13T03:00:00,90.5,G
185166,2024-11-13T04:00:00,90.2,G
185187,2024-11-13T05:00:00,90.2,G
185208,2024-11-13T06:00:00,85.9,G
185229,2024-11-13T07:00:00,83.2,G
185250,2024-11-13T08:00:00,82.7,G
185271,2024-11-13T09:00:00,87.8,G
185292,2024-11-13T10:00:00,90.9,G
185313,2024-11-13T11:00:00,85.6,G
185334,2024-11-13T12:00:00,82.9,G
185355,2024-11-13T13:00:00,82.1,G
185376,2024-11-13T14:00:00,81.0,G
185398,2024-11-13T15:00:00,85.5,G
185420,2024-11-13T16:00:00,85.7,G
185442,2024-11-13T17:00:00,90.2,G
185464,2024-11-13T18:00:00,90.0,G
185485,2024-11-13T19:00:00,87.9,G
185506,2024-11-13T20:00:00,86.6,G
185527,2024-11-13T21:00:00,87.9,G
185548,2024-11-13T22:00:00,87.9,G
185568,2024-11-13T23:00:00,90.1,G
185588,2024-11-14T00:00:00,93.3,G
185608,2024-11-14T01:00:00,94.6,G
185629,2024-11-14T02:00:00,95.0,G
185650,2024-11-14T03:00:00,95.2,G
185671,2024-11-14T04:00:00,92.3,G
185692,2024-11-14T05:00:00,91.5,G
185713,2024-11-14T06:00:00,92.3,G
185734,2024-11-14T07:00:00,91.6,G
185755,2024-11-14T08:00:00,92.3,G
185776,2024-11-14T09:00:00,92.7,G
185797,2024-11-14T10:00:00,93.5,G
185818,2024-11-14T11:00:00,93.5,G
185839,2024-11-14T12:00:00,94.0,G
185861,2024-11-14T13:00:00,93.5,G
185883,2024-11-14T14:00:00,94.9,G
185906,2024-11-14T15:00:00,95.2,G
185929,2024-11-14T16:00:00,95.1,G
185952,2024-11-14T17:00:00,95.5,G
185975,2024-11-14T18:00:00,96.0,G
185998,2024-11-14T19:00:00,96.0,G
186021,2024-11-14T20:00:00,96.5,G
186044,2024-11-14T21:00:00,96.0,G
186067,2024-11-14T22:00:00,95.4,G
186090,2024-11-14T23:00:00,96.0,G
186113,2024-11-15T00:00:00,96.0,G
186135,2024-11-15T01:00:00,97.0,G
186156,2024-11-15T02:00:00,96.7,G
186177,2024-11-15T03:00:00,97.0,G
186198,2024-11-15T04:00:00,96.0,G
186219,2024-11-15T05:00:00,96.8,G
186240,2024-11-15T06:00:00,97.2,G
186261,2024-11-15T07:00:00,97.9,G
186282,2024-11-15T08:00:00,98.0,G
186303,2024-11-15T09:00:00,98.0,G
186324,2024-11-15T10:00:00,98.0,G
186346,2024-11-15T11:00:00,98.3,G
186368,2024-11-15T12:00:00,98.1,G
186389,2024-11-15T13:00:00,97.2,G
186410,2024-11-15T14:00:00,96.8,G
186431,2024-11-15T15:00:00,96.2,G
186452,2024-11-15T16:00:00,97.0,G
186473,2024-11-15T17:00:00,97.0,G
186495,2024-11-15T18:00:00,97.0,G
186517,2024-11-15T19:00:00,97.0,G
186539,2024-11-15T20:00:00,97.9,G
186561,2024-11-15T21:00:00,97.0,G
186583,2024-11-15T22:00:00,96.6,G
186604,2024-11-15T23:00:00,96.4,G
186625,2024-11-16T00:00:00,97.0,G
186646,2024-11-16T01:00:00,97.1,G
186668,2024-11-16T02:00:00,97.2,G
186690,2024-11-16T03:00:00,96.3,G
186712,2024-11-16T04:00:00,96.6,G
186734,2024-11-16T05:00:00,97.0,G
186756,2024-11-16T06:00:00,97.0,G
186778,2024-11-16T07:00:00,97.0,G
186800,2024-11-16T08:00:00,96.5,G
186822,2024-11-16T09:00:00,95.7,G
186844,2024-11-16T10:00:00,92.7,G
186866,2024-11-16T11:00:00,89.6,G
186888,2024-11-16T12:00:00,88.3,G
186910,2024-11-16T13:00:00,88.0,G
186932,2024-11-16T14:00:00,91.7,G
186954,2024-11-16T15:00:00,90.1,G
186976,2024-11-16T16:00:00,90.1,G
186998,2024-11-16T17:00:00,91.1,G
187020,2024-11-16T18:00:00,92.6,G
187041,2024-11-16T19:00:00,92.8,G
187062,2024-11-16T20:00:00,92.4,G
187083,2024-11-16T21:00:00,92.0,G
187104,2024-11-16T22:00:00,93.3,G
187125,2024-11-16T23:00:00,95.3,G
187146,2024-11-17T00:00:00,96.0,G
187167,2024-11-17T01:00:00,95.5,G
187188,2024-11-17T02:00:00,96.8,G
187209,2024-11-17T03:00:00,97.0,G
187230,2024-11-17T04:00:00,96.3,G
187251,2024-11-17T05:00:00,95.8,G
187272,2024-11-17T06:00:00,95.8,G
187293,2024-11-17T07:00:00,97.2,G
187314,2024-11-17T08:00:00,96.7,G
187335,2024-11-17T09:00:00,96.2,G
187356,2024-11-17T10:00:00,96.4,G
187377,2024-11-17T11:00:00,96.0,G
187398,2024-11-17T12:00:00,95.7,G
187419,2024-11-17T13:00:00,95.2,G
187440,2024-11-17T14:00:00,93.9,G
187461,2024-11-17T15:00:00,88.2,G
187482,2024-11-17T16:00:00,84.8,G
187503,2024-11-17T17:00:00,84.1,G
187524,2024-11-17T18:00:00,85.5,G
187545,2024-11-17T19:00:00,85.0,G
187566,2024-11-17T20:00:00,87.8,G
187587,2024-11-17T21:00:00,90.6,G
187608,2024-11-17T22:00:00,90.1,G
187628,2024-11-17T23:00:00,90.0,G
187648,2024-11-18T00:00:00,90.7,G
187668,2024-11-18T01:00:00,91.9,G
187688,2024-11-18T02:00:00,90.0,G
187708,2024-11-18T03:00:00,88.7,G
187729,2024-11-18T04:00:00,88.0,G
187750,2024-11-18T05:00:00,87.0,G
187771,2024-11-18T06:00:00,86.8,G
187792,2024-11-18T07:00:00,86.4,G
187813,2024-11-18T08:00:00,85.6,G
187834,2024-11-18T09:00:00,84.1,G
187855,2024-11-18T10:00:00,80.0,G
187876,2024-11-18T11:00:00,76.7,G
187897,2024-11-18T12:00:00,77.5,G
187918,2024-11-18T13:00:00,78.1,G
187939,2024-11-18T14:00:00,77.4,G
187960,2024-11-18T15:00:00,76.6,G
187981,2024-11-18T16:00:00,77.7,G
188002,2024-11-18T17:00:00,78.1,G
188022,2024-11-18T18:00:00,79.0,G
188042,2024-11-18T19:00:00,79.6,G
188062,2024-11-18T20:00:00,80.9,G
188082,2024-11-18T21:00:00,81.0,G
188102,2024-11-18T22:00:00,81.1,G
188122,2024-11-18T23:00:00,82.2,G
188142,2024-11-19T00:00:00,83.0,G
188162,2024-11-19T01:00:00,83.1,G
188182,2024-11-19T02:00:00,83.0,G
188202,2024-11-19T03:00:00,83.0,G
188222,2024-11-19T04:00:00,83.0,G
188242,2024-11-19T05:00:00,84.9,G
188262,2024-11-19T06:00:00,84.8,G
188284,2024-11-19T07:00:00,86.2,G
188306,2024-11-19T08:00:00,90.8,G
188328,2024-11-19T09:00:00,91.3,G
188350,2024-11-19T10:00:00,91.6,G
188372,2024-11-19T11:00:00,89.8,G
188394,2024-11-19T12:00:00,87.5,G
188416,2024-11-19T13:00:00,88.6,G
188438,2024-11-19T14:00:00,89.1,M
192435,2024-11-26T23:00:00,62.1,G
192458,2024-11-27T00:00:00,62.4,G
192481,2024-11-27T01:00:00,61.9,G
192504,2024-11-27T02:00:00,62.4,G
192527,2024-11-27T03:00:00,64.5,G
192550,2024-11-27T04:00:00,66.6,G
192573,2024-11-27T05:00:00,65.4,G
192596,2024-11-27T06:00:00,66.0,G
192619,2024-11-27T07:00:00,67.2,G
192642,2024-11-27T08:00:00,62.0,G
192665,2024-11-27T09:00:00,63.5,G
192688,2024-11-27T10:00:00,60.7,G
192711,2024-11-27T11:00:00,55.9,G
192734,2024-11-27T12:00:00,53.9,G
192757,2024-11-27T13:00:00,53.5,G
192781,2024-11-27T14:00:00,47.2,G
192805,2024-11-27T15:00:00,42.1,G
192828,2024-11-27T16:00:00,38.5,G
192851,2024-11-27T17:00:00,35.9,G
192874,2024-11-27T18:00:00,35.3,G
